url,name,header,rating_n_reviews,price,superhost,ciudad
/rooms/1834026?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-18&source_impression_id=p3_1704999434_0R%2B7QEAvDynNBVaY&previous_page_section_name=1000&federated_search_id=3418b8ac-6e34-48dc-b4f9-432149edda01,Apartamento en Barcelona,Barcelona Marta's Flat - SANTS (HUTB-008424‏),"4,68 (235)","80 € por noche, inicialmente 106 €",Anfitrión particular,Barcelona
/rooms/5483016?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-04&check_out=2024-02-09&source_impression_id=p3_1704999434_regPQz31a%2BG07YO9&previous_page_section_name=1000&federated_search_id=3418b8ac-6e34-48dc-b4f9-432149edda01,Apartamento en Barcelona,Fantastico piso con 65m² patio privado,"4,59 (372)","102 € por noche, inicialmente 140 €",Anfitrión particular,Barcelona
/rooms/2343336?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-04&check_out=2024-02-09&source_impression_id=p3_1704999434_Vrjp%2B4nOOw8LktFK&previous_page_section_name=1000&federated_search_id=3418b8ac-6e34-48dc-b4f9-432149edda01,Vivienda en Barcelona,Casa con terraza en el centro  BCN,"4,92 (221)",112 € por noche,Anfitrión particular,Barcelona
/rooms/21719962?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1704999434_7%2BUZFrQK855QGPTB&previous_page_section_name=1000&federated_search_id=3418b8ac-6e34-48dc-b4f9-432149edda01,Apartamento en Barcelona,Apartamento con terraza junto a la playa,"4,93 (250)","94 € por noche, inicialmente 126 €",Anfitrión particular,Barcelona
/rooms/22299664?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1704999434_jL4x6RwtoNJ55lr2&previous_page_section_name=1000&federated_search_id=3418b8ac-6e34-48dc-b4f9-432149edda01,Apartamento en Hospitalet de Llobregat,Apartamento Olala Vibe 3.2 | 15 minutos. Pl. España,"4,43 (124)",78 € por noche,Anfitrión profesional,Barcelona
/rooms/940374?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1704999434_BGobUmArUWMtOQw7&previous_page_section_name=1000&federated_search_id=3418b8ac-6e34-48dc-b4f9-432149edda01,Apto. residencial en Barcelona,piso moderno cerca plaza Glories,"4,88 (453)",121 € por noche,Anfitrión particular,Barcelona
/rooms/836166399251680904?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1596518729&check_in=2024-01-28&check_out=2024-02-02&source_impression_id=p3_1704999434_Iv1jWJhvWxR7mR%2FZ&previous_page_section_name=1000&federated_search_id=3418b8ac-6e34-48dc-b4f9-432149edda01,Habitación en Barcelona,Habitación privada,"4,66 (35)",", ",Quédate con Dario,Barcelona
/rooms/927418121223302860?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1704999434_UylxoxsSUdrR8An1&previous_page_section_name=1000&federated_search_id=3418b8ac-6e34-48dc-b4f9-432149edda01,Hotel en Barcelona,Habitación Doble con Cityview,"4,75 (4)","62 € por noche, inicialmente 87 €",Anfitrión particular,Barcelona
/rooms/926148200165392228?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1704999434_YElekoAn6oPq%2BRCw&previous_page_section_name=1000&federated_search_id=3418b8ac-6e34-48dc-b4f9-432149edda01,Apartamento en Barcelona,Bonito estudio en El Poble-Sec y junto a Montjuïc,"4,68 (28)","82 € por noche, inicialmente 116 €",Anfitrión particular,Barcelona
/rooms/648385996962982846?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1704999434_BRbXozV714wJIN1E&previous_page_section_name=1000&federated_search_id=3418b8ac-6e34-48dc-b4f9-432149edda01,Apto. residencial en Barcelona,CENTRO. ARC DEL TRIOMF. A 10 MIN A PIE DE TODO,"4,46 (91)","83 € por noche, inicialmente 134 €",Anfitrión particular,Barcelona
/rooms/829229988526268828?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1704999434_KadByspbSYWCF0hK&previous_page_section_name=1000&federated_search_id=3418b8ac-6e34-48dc-b4f9-432149edda01,Minicasa en Barcelona,Penthouse Loft con terraza privada,"5,0 (13)","105 € por noche, inicialmente 152 €",Anfitrión particular,Barcelona
/rooms/744153?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-18&check_out=2024-02-23&source_impression_id=p3_1704999434_kZ%2BdEDZyE8vBrSRA&previous_page_section_name=1000&federated_search_id=3418b8ac-6e34-48dc-b4f9-432149edda01,Apartamento en Barcelona,Estudio de la Sagrada Familia,"4,77 (576)",72 € por noche,Anfitrión particular,Barcelona
/rooms/1478299?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-20&check_out=2024-01-25&source_impression_id=p3_1704999434_RWNA9B2D%2B9oJJZQA&previous_page_section_name=1000&federated_search_id=3418b8ac-6e34-48dc-b4f9-432149edda01,Loft en Barcelona,Un espacio con encanto en Barcelona,"4,83 (535)",79 € por noche,Anfitrión particular,Barcelona
/rooms/933982787533194346?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-18&source_impression_id=p3_1704999434_9bAl7P68pKWSXH5h&previous_page_section_name=1000&federated_search_id=3418b8ac-6e34-48dc-b4f9-432149edda01,Apartamento en Barcelona,42REA507 - Nuevo apartamento de 1BR al lado del centro de la ciudad,"4,92 (13)",90 € por noche,Anfitrión profesional,Barcelona
/rooms/917186362082260420?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1704999434_TD1bWjg3mpZyS%2FQu&previous_page_section_name=1000&federated_search_id=3418b8ac-6e34-48dc-b4f9-432149edda01,Apartamento en Barcelona,Apartamento cerca Playa,"4,85 (34)","93 € por noche, inicialmente 111 €",Anfitrión particular,Barcelona
/rooms/24324746?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-18&source_impression_id=p3_1704999434_b9Qg9j8r%2FB4hO%2F2V&previous_page_section_name=1000&federated_search_id=3418b8ac-6e34-48dc-b4f9-432149edda01,Apartamento en Barcelona,Precioso Apartamento en Barcelona *Bcn* B02,"4,47 (32)",75 € por noche,Anfitrión profesional,Barcelona
/rooms/588268?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-27&source_impression_id=p3_1704999435_%2FS3EurUGBSLndt7w&previous_page_section_name=1000&federated_search_id=3418b8ac-6e34-48dc-b4f9-432149edda01,Loft en Barcelona,Apartamento tipo loft cerca de la Sagrada Familia,"4,76 (396)","92 € por noche, inicialmente 110 €",Anfitrión particular,Barcelona
/rooms/1044244447644308072?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-11&check_out=2024-02-16&source_impression_id=p3_1704999435_3iWQ4PmFZDN6d40k&previous_page_section_name=1000&federated_search_id=3418b8ac-6e34-48dc-b4f9-432149edda01,Apartamento en Barcelona,Apartamento entero Camp Nou,"5,0 (4)",94 € por noche,Anfitrión particular,Barcelona
/rooms/2078332?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1704999436_oVmrEZH6J1VnG8jN&previous_page_section_name=1000&federated_search_id=ac56628c-70e8-4444-9cfd-5b3822fb17b2,Apartamento en Barcelona,Bonito apartamento en Gracia,"4,75 (413)","101 € por noche, inicialmente 119 €",Anfitrión particular,Barcelona
/rooms/1429236?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1704999436_E78bNkbGYDlQEjFZ&previous_page_section_name=1000&federated_search_id=ac56628c-70e8-4444-9cfd-5b3822fb17b2,Apartamento en Barcelona,Acogedor apartamento en el Eixample HUTB-006625,"4,79 (209)","104 € por noche, inicialmente 160 €",Anfitrión profesional,Barcelona
/rooms/836166399251680904?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1596518729&check_in=2024-01-28&check_out=2024-02-02&source_impression_id=p3_1704999436_08BKvOjOKEB5YNft&previous_page_section_name=1000&federated_search_id=ac56628c-70e8-4444-9cfd-5b3822fb17b2,Habitación en Barcelona,Habitación privada,"4,66 (35)",", ",Quédate con Dario,Barcelona
/rooms/18572961?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1704999436_%2Bs7vDo8N1RdWO2Xy&previous_page_section_name=1000&federated_search_id=ac56628c-70e8-4444-9cfd-5b3822fb17b2,Apartamento en Barcelona,"Estudio luminoso y céntrico, Rambla, climatización","4,54 (806)","125 € por noche, inicialmente 147 €",Anfitrión profesional,Barcelona
/rooms/1061534171454111346?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-05&check_out=2024-02-10&source_impression_id=p3_1704999436_xi7s7xg11VdKSmuS&previous_page_section_name=1000&federated_search_id=ac56628c-70e8-4444-9cfd-5b3822fb17b2,Apartamento en Barcelona,Apartamento en Sants muy luminoso,Nuevo,118 € por noche,Anfitrión profesional,Barcelona
/rooms/2199431?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-18&source_impression_id=p3_1704999436_GfPVaklJX0nPf0Vm&previous_page_section_name=1000&federated_search_id=ac56628c-70e8-4444-9cfd-5b3822fb17b2,Apartamento en Barcelona,La Terraza Arc de Triomf - Limpieza Profesional,"4,8 (210)",171 € por noche,Anfitrión particular,Barcelona
/rooms/1331957?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1704999436_uFTK6dbxBKzcb1if&previous_page_section_name=1000&federated_search_id=ac56628c-70e8-4444-9cfd-5b3822fb17b2,Apartamento en Barcelona,Luminoso Piso (2 dormitorios),"4,91 (198)",129 € por noche,Anfitrión particular,Barcelona
/rooms/971658611130214646?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-18&check_out=2024-01-23&source_impression_id=p3_1704999436_hL%2F9LH7Iavq%2BPi3L&previous_page_section_name=1000&federated_search_id=ac56628c-70e8-4444-9cfd-5b3822fb17b2,Apartamento en Barcelona,¡Acogedor y soleado! El corazón de Barcelona,"4,38 (8)","80 € por noche, inicialmente 91 €",Anfitrión particular,Barcelona
/rooms/24323897?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1704999436_%2B%2F1wk9TcXMIjhVaE&previous_page_section_name=1000&federated_search_id=ac56628c-70e8-4444-9cfd-5b3822fb17b2,Loft en Barcelona,Precioso Loft en Barcelona *Bcn* A03,"4,57 (30)",75 € por noche,Anfitrión profesional,Barcelona
/rooms/942410?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-19&source_impression_id=p3_1704999436_xj5t7OMM7ETc%2FBZE&previous_page_section_name=1000&federated_search_id=ac56628c-70e8-4444-9cfd-5b3822fb17b2,Apartamento en Barcelona,APARTAMENTO EN diagonal con parking,"4,96 (214)",147 € por noche,Anfitrión profesional,Barcelona
/rooms/848050320876330407?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1703648941&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1704999436_I2xKbM53VdqxZxzI&previous_page_section_name=1000&federated_search_id=ac56628c-70e8-4444-9cfd-5b3822fb17b2,Habitación en Barcelona,Habitación Privada cerca de la playa,"4,61 (28)",", ",Quédate con Manuel,Barcelona
/rooms/1003714632675392151?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1704999436_BH5P7Ac63Op8oxYG&previous_page_section_name=1000&federated_search_id=ac56628c-70e8-4444-9cfd-5b3822fb17b2,Vivienda en Barcelona,Chalet Mar & Montaña,"4,92 (12)","77 € por noche, inicialmente 87 €",Anfitrión particular,Barcelona
/rooms/1065012155302259629?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1704999436_myDH%2B17g4jW4Wlzq&previous_page_section_name=1000&federated_search_id=ac56628c-70e8-4444-9cfd-5b3822fb17b2,Apartamento en Barcelona,Apartamento acogedor casi Sagrada Familia VI,Nuevo,109 € por noche,Anfitrión profesional,Barcelona
/rooms/1023138783429123628?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-01&check_out=2024-02-06&source_impression_id=p3_1704999436_xQjzO5aCzW3mkEJ3&previous_page_section_name=1000&federated_search_id=ac56628c-70e8-4444-9cfd-5b3822fb17b2,Apartamento en L'Hospitalet de Llobregat,Apartamento EuropaFira Airport,Nuevo,596 € por noche,Anfitrión profesional,Barcelona
/rooms/1057581666186654672?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1704999436_SrjmkYN%2F5TVZDSwV&previous_page_section_name=1000&federated_search_id=ac56628c-70e8-4444-9cfd-5b3822fb17b2,Apartamento en L'Hospitalet de Llobregat,Apartamento con cocina frente al metro DBC,Nuevo,62 € por noche,Anfitrión particular,Barcelona
/rooms/912213244122552340?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-18&source_impression_id=p3_1704999436_1RDIjITV0SR2BruF&previous_page_section_name=1000&federated_search_id=ac56628c-70e8-4444-9cfd-5b3822fb17b2,Alojamiento en Barcelona,Habitaciones Cyber Studio,Nuevo,57 € por noche,Anfitrión particular,Barcelona
/rooms/1047087155811081007?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-15&check_out=2024-01-20&source_impression_id=p3_1704999436_tL8eB9Zaax915vQN&previous_page_section_name=1000&federated_search_id=ac56628c-70e8-4444-9cfd-5b3822fb17b2,Apartamento en L'Hospitalet de Llobregat,C1 Conectado con el aeropuerto y el centro,Nuevo,46 € por noche,Anfitrión profesional,Barcelona
/rooms/19536710?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-11&check_out=2024-02-16&source_impression_id=p3_1704999436_mULUQDqsTGTKDVxI&previous_page_section_name=1000&federated_search_id=ac56628c-70e8-4444-9cfd-5b3822fb17b2,Apartamento en Barcelona,"Olivera, balcón, Plaza España, La Fira","3,86 (44)","82 € por noche, inicialmente 154 €",Anfitrión profesional,Barcelona
/rooms/2557934?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-19&check_out=2024-01-24&source_impression_id=p3_1704999437_fg%2BHQR7leCSc1yEe&previous_page_section_name=1000&federated_search_id=ff566d23-c8c7-4599-b18d-798d72f7135c,Loft en Barcelona,TRANQUILO&CENTRICO APTO. POBLE SEC,"4,87 (344)",137 € por noche,Anfitrión particular,Barcelona
/rooms/942410?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-19&source_impression_id=p3_1704999437_KmLtfpLsW6kcRy0V&previous_page_section_name=1000&federated_search_id=ff566d23-c8c7-4599-b18d-798d72f7135c,Apartamento en Barcelona,APARTAMENTO EN diagonal con parking,"4,96 (214)",147 € por noche,Anfitrión profesional,Barcelona
/rooms/24483048?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-15&check_out=2024-01-20&source_impression_id=p3_1704999437_Jyo%2FbWlQn31CeKiv&previous_page_section_name=1000&federated_search_id=ff566d23-c8c7-4599-b18d-798d72f7135c,Loft en Barcelona,Precioso Estudio en Barcelona *Bcn* B04,"4,24 (25)",79 € por noche,Anfitrión profesional,Barcelona
/rooms/1065153599221977431?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-22&check_out=2024-01-27&source_impression_id=p3_1704999437_kWt69tHXWG%2BLeXTL&previous_page_section_name=1000&federated_search_id=ff566d23-c8c7-4599-b18d-798d72f7135c,Apartamento en Barcelona,Maravilloso apartamento en Montjuic,Nuevo,452 € por noche,Anfitrión profesional,Barcelona
/rooms/19536710?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-11&check_out=2024-02-16&source_impression_id=p3_1704999437_vNAA52usFbzfwIqm&previous_page_section_name=1000&federated_search_id=ff566d23-c8c7-4599-b18d-798d72f7135c,Apartamento en Barcelona,"Olivera, balcón, Plaza España, La Fira","3,86 (44)","82 € por noche, inicialmente 154 €",Anfitrión profesional,Barcelona
/rooms/39753264?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1704999437_%2B%2B0O0S6TS%2FzaT3Mh&previous_page_section_name=1000&federated_search_id=ff566d23-c8c7-4599-b18d-798d72f7135c,Apartamento en Barcelona,"MEJOR APARTAMENTO EN PLAZA ESPAÑA, APARCAMIENTO GRATUITO","4,63 (225)","126 € por noche, inicialmente 154 €",Anfitrión particular,Barcelona
/rooms/18572961?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1704999437_HOxOs29KEl5Lw0b4&previous_page_section_name=1000&federated_search_id=ff566d23-c8c7-4599-b18d-798d72f7135c,Apartamento en Barcelona,"Estudio luminoso y céntrico, Rambla, climatización","4,54 (806)","125 € por noche, inicialmente 147 €",Anfitrión profesional,Barcelona
/rooms/1047087155811081007?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-15&check_out=2024-01-20&source_impression_id=p3_1704999437_D9GlSeSuAURWDI4U&previous_page_section_name=1000&federated_search_id=ff566d23-c8c7-4599-b18d-798d72f7135c,Apartamento en L'Hospitalet de Llobregat,C1 Conectado con el aeropuerto y el centro,Nuevo,46 € por noche,Anfitrión profesional,Barcelona
/rooms/27127886?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1198245423&check_in=2024-06-27&check_out=2024-07-02&source_impression_id=p3_1704999437_xkflMgRKU%2FpMYN7N&previous_page_section_name=1000&federated_search_id=ff566d23-c8c7-4599-b18d-798d72f7135c,Habitación en Barcelona,Cómoda y luminosa. Muy cerca Campo del Barça WIFI,"4,92 (241)",", ",Quédate con Gina,Barcelona
/rooms/1477381?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-20&check_out=2024-01-25&source_impression_id=p3_1704999437_RYq0VGqC6YoZw2ZC&previous_page_section_name=1000&federated_search_id=ff566d23-c8c7-4599-b18d-798d72f7135c,Loft en Barcelona,Un lugar especial en Barcelona,"4,79 (510)",79 € por noche,Anfitrión particular,Barcelona
/rooms/21053811?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=406422221&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1704999437_cogxPaHcP2SlArdV&previous_page_section_name=1000&federated_search_id=ff566d23-c8c7-4599-b18d-798d72f7135c,Habitación en Barcelona,Habitación céntrica.,"4,62 (81)",", ",Quédate con Valeria,Barcelona
/rooms/128463?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-04&check_out=2024-02-09&source_impression_id=p3_1704999438_I%2FpFquKXYpLjGYjQ&previous_page_section_name=1000&federated_search_id=ff566d23-c8c7-4599-b18d-798d72f7135c,Apartamento en Barcelona,Apartamento en pleno centro de Barcelona!,"4,86 (406)",105 € por noche,Anfitrión particular,Barcelona
/rooms/881124171627424458?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-10-24&check_out=2024-10-29&source_impression_id=p3_1704999438_5jjSBO8Fxie%2F4yRa&previous_page_section_name=1000&federated_search_id=ff566d23-c8c7-4599-b18d-798d72f7135c,Vivienda en Barcelona,Acogedor apartamento en el corazón de Gracia,"4,75 (24)",119 € por noche,Anfitrión particular,Barcelona
/rooms/38306095?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1704999438_nKdciBdzjEhfqtvq&previous_page_section_name=1000&federated_search_id=ff566d23-c8c7-4599-b18d-798d72f7135c,Apartamento en Barcelona,VALLS 8 -Antique y Modernista Apt-,"4,81 (154)","93 € por noche, inicialmente 129 €",Anfitrión profesional,Barcelona
/rooms/4400390?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-06-27&check_out=2024-07-02&source_impression_id=p3_1704999438_yu8FDIZ%2BqVHc6B7o&previous_page_section_name=1000&federated_search_id=ff566d23-c8c7-4599-b18d-798d72f7135c,Apartamento en Barcelona,Apto. céntrico ideal para parejas,"4,6 (435)",78 € por noche,Anfitrión profesional,Barcelona
/rooms/3757269?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-22&check_out=2024-01-27&source_impression_id=p3_1704999438_QRPRfRewr%2FGPvca2&previous_page_section_name=1000&federated_search_id=ff566d23-c8c7-4599-b18d-798d72f7135c,Apartamento en barcelona,3BR/3BA Painted in White Apartment,"4,76 (244)",121 € por noche,Anfitrión profesional,Barcelona
/rooms/17969324?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1704999438_asayU7knwmxnrJg%2B&previous_page_section_name=1000&federated_search_id=ff566d23-c8c7-4599-b18d-798d72f7135c,Apartamento en Barcelona,Sweet Inn | Luminoso 2BR con gran terraza,"4,49 (152)","153 € por noche, inicialmente 190 €",Anfitrión profesional,Barcelona
/rooms/3501634?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1704999438_oq7p6o0aW%2F4BF%2B2D&previous_page_section_name=1000&federated_search_id=ff566d23-c8c7-4599-b18d-798d72f7135c,Loft en Barcelona,"PRECIOSO LOFT- ÁTICO YTERRAZA, GRACIA","4,94 (336)","116 € por noche, inicialmente 140 €",Anfitrión particular,Barcelona
/rooms/794722300794078643?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-16&check_out=2024-01-21&source_impression_id=p3_1704999439_CHgrtkplcH47toh5&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Vivienda en Caldes de Montbui,Cabaña dormitorio.,"4,9 (21)",44 € por noche,Anfitrión particular,Barcelona
/rooms/6709228?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-18&source_impression_id=p3_1704999439_5of2UMh4pwpQyfhT&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Apartamento en Barcelona,Bonito apartamento muy bien comunicado,"4,87 (368)",128 € por noche,Anfitrión particular,Barcelona
/rooms/938352443276934979?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-18&check_out=2024-01-23&source_impression_id=p3_1704999439_4swlapRviUJCPNzg&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Apartamento en Bellvei,La Posada,"4,64 (36)","46 € por noche, inicialmente 53 €",Anfitrión particular,Barcelona
/rooms/1023874493995652984?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-31&check_out=2024-02-05&source_impression_id=p3_1704999439_Hy7h9XQW09%2Ff4OC0&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Apartamento en L'Hospitalet de Llobregat,2.1Quick way to Center & Airport,Nuevo,402 € por noche,Anfitrión profesional,Barcelona
/rooms/3559666?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-07-29&check_out=2024-08-05&source_impression_id=p3_1704999439_CdayRgxZc62aZQ7m&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Apartamento en Barcelona,Porta Santa Madrona-HUTB-009306,"4,86 (352)","172 € por noche, inicialmente 194 €",Anfitrión particular,Barcelona
/rooms/13442909?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-09&check_out=2024-02-14&source_impression_id=p3_1704999439_RuoVzrVR3vWBrfL1&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Suite con entrada independiente en Barcelona,Gran Suite con baño privado.,"4,92 (229)",99 € por noche,Anfitrión particular,Barcelona
/rooms/7954069?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-13&check_out=2024-02-18&source_impression_id=p3_1704999439_%2BW5AMbDARhgnB0gr&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Apartamento en Barcelona,Ático muy tranquilo y economico en pleno centro,"4,63 (396)","100 € por noche, inicialmente 120 €",Anfitrión particular,Barcelona
/rooms/1066412325684943285?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-22&check_out=2024-01-27&source_impression_id=p3_1704999439_znQEjXEVYXqqXO25&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Apartamento en L'Hospitalet de Llobregat,Olala Wow Apartment 2.2,Nuevo,93 € por noche,Anfitrión profesional,Barcelona
/rooms/4208435?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1704999439_uWWZxvBEFQBMRRMu&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Apartamento en Barcelona,"Playa familiar, barrio tranquilo, totalmente equipado.","4,72 (260)",101 € por noche,Anfitrión particular,Barcelona
/rooms/882706621885191323?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1642268232&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1704999439_TUkDep%2FUmcodCYvV&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Habitación en Barcelona,Habitación doble a estrenar Pl.España,"4,72 (61)",", ",Quédate con Elizabeth,Barcelona
/rooms/53235826?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1704999439_BPeGDeEgTisKCq0o&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Vivienda vacacional en Barcelona,¡nuevo! ¡Apartamento dúplex con servicios cerca de las Ramblas!,"4,89 (176)","158 € por noche, inicialmente 186 €",Anfitrión profesional,Barcelona
/rooms/838471636572390668?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-04&check_out=2024-02-09&source_impression_id=p3_1704999439_c4hhzVo2A67wDLs2&previous_page_section_name=1000&federated_search_id=b3fd9ee2-5120-42ce-b323-425fd2f5772b,Apartamento en Barcelona,Bonito estudio en la Barceloneta Beach La Barceloneta,"4,78 (18)","122 € por noche, inicialmente 138 €",Anfitrión particular,Barcelona
