url,name,header,ciudad,precio_por_noche,rating,review,valor_ciudad,Anfitrion particular,Anfitrion profesional
/rooms/52068662?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-27&check_out=2024-03-05&source_impression_id=p3_1705000532_FG4q9OjbhPbQEQcC&previous_page_section_name=1000&federated_search_id=06b801a4-bd90-4deb-8a99-27473912dd87,Villa en Toris,Estancia nórdica en Valencia Villa Valiza,valencia,71,4.93,61,3,1,0
/rooms/27152250?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-28&check_out=2024-02-02&source_impression_id=p3_1705000532_CTatznXArr0G8Jr0&previous_page_section_name=1000&federated_search_id=06b801a4-bd90-4deb-8a99-27473912dd87,Apartamento en Valencia,Centro de la Ciudad Valencia 2,valencia,94,4.8,220,3,0,1
/rooms/873046815211165748?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1705000532_vt1eKV7H3g4x%2FUQt&previous_page_section_name=1000&federated_search_id=06b801a4-bd90-4deb-8a99-27473912dd87,Apartamento en Valencia,Elegante alojamiento con porche,valencia,107,4.86,36,3,0,1
/rooms/611415394016226593?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-23&check_out=2024-01-28&source_impression_id=p3_1705000532_TmTZB61lqou3DQWh&previous_page_section_name=1000&federated_search_id=06b801a4-bd90-4deb-8a99-27473912dd87,Apto. residencial en Puebla de Farnals,Apartamento estudio «Magic Sands» en la playa,valencia,53,4.85,97,3,1,0
/rooms/51315314?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1705000532_CkJz9eqOKqj8tlm%2B&previous_page_section_name=1000&federated_search_id=06b801a4-bd90-4deb-8a99-27473912dd87,Apto. residencial en Valencia,APARTAMENTO DE LUJO CERCA DEL MERCADO CENTRAL,valencia,208,4.91,65,3,1,0
/rooms/960147?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-10&check_out=2024-02-15&source_impression_id=p3_1705000532_u75NsVUKiv7vt%2FDO&previous_page_section_name=1000&federated_search_id=06b801a4-bd90-4deb-8a99-27473912dd87,Apto. residencial en Valencia,tu casa en el centro de valencia,valencia,106,4.92,258,3,1,0
/rooms/53041475?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1705000532_gKudnvGG6oWzQ7MQ&previous_page_section_name=1000&federated_search_id=06b801a4-bd90-4deb-8a99-27473912dd87,Apartamento en Valencia,ARTE prémium Super Loft. CENTER VALECIA RUSAFA WIFI,valencia,78,4.56,108,3,0,1
/rooms/25435328?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-12&check_out=2024-04-17&source_impression_id=p3_1705000532_3nbeol2TsmK5N%2FOV&previous_page_section_name=1000&federated_search_id=06b801a4-bd90-4deb-8a99-27473912dd87,Loft en Valencia,"LOFT ENTERO, VISTAS INCREÍBLES, APARCAMIENTO GRATUITO,METRO.",valencia,87,4.95,370,3,1,0
/rooms/730204310821732746?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-18&check_out=2024-01-23&source_impression_id=p3_1705000532_chkpvrORGXY5g9dI&previous_page_section_name=1000&federated_search_id=06b801a4-bd90-4deb-8a99-27473912dd87,Apartamento en Valencia,Gran piso exclusivo en el centro histórico (6 PAX),valencia,190,4.79,58,3,1,0
/rooms/17661147?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-03-01&check_out=2024-03-06&source_impression_id=p3_1705000532_C4GPQDJoNN9RvXCX&previous_page_section_name=1000&federated_search_id=06b801a4-bd90-4deb-8a99-27473912dd87,Apartamento en Valencia,Acogedor piso en casco antiguo(centro de Valencia),valencia,120,4.74,259,3,1,0
/rooms/777070155598649089?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-29&check_out=2024-02-03&source_impression_id=p3_1705000533_as44X9hy%2BFUEUsau&previous_page_section_name=1000&federated_search_id=fc6cedcb-b7e8-4550-b35c-26357c0836a0,Alojamiento en La Canyada,Mono ambiente en chalet en la Cañada,valencia,32,4.79,39,3,1,0
/rooms/39160751?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-25&check_out=2024-01-30&source_impression_id=p3_1705000534_L5czyOccrqbX0SeS&previous_page_section_name=1000&federated_search_id=fc6cedcb-b7e8-4550-b35c-26357c0836a0,Apartamento en Valencia,"NEW Loft center VALENCIAguest, premium. wifi AC 3",valencia,78,4.42,137,3,0,1
/rooms/33114459?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-29&check_out=2024-02-03&source_impression_id=p3_1705000534_%2F2bZ8p25NZ4usGd2&previous_page_section_name=1000&federated_search_id=fc6cedcb-b7e8-4550-b35c-26357c0836a0,Apartamento en Alboraia,Vista directa a la playa + Parking + WIFI + Terraz,valencia,103,4.94,119,3,1,0
/rooms/16931269?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-02&check_out=2024-02-07&source_impression_id=p3_1705000534_HdXsi6B8vuTEkT4Q&previous_page_section_name=1000&federated_search_id=fc6cedcb-b7e8-4550-b35c-26357c0836a0,Apto. residencial en Valencia,Primera línea de playa con terraza y piscina,valencia,87,4.68,44,3,1,0
/rooms/839209709975019790?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1705000534_97pZQFH5MMZRoHnS&previous_page_section_name=1000&federated_search_id=fc6cedcb-b7e8-4550-b35c-26357c0836a0,Apartamento en Mislata,Apartamento Bioparc Valencia,valencia,106,4.97,35,3,0,1
/rooms/6074045?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-17&check_out=2024-01-22&source_impression_id=p3_1705000534_5SSQRoz0eTUivZrs&previous_page_section_name=1000&federated_search_id=fc6cedcb-b7e8-4550-b35c-26357c0836a0,Loft en Valencia,Loft con terraza,valencia,109,4.85,163,3,1,0
/rooms/17649011?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-22&check_out=2024-01-27&source_impression_id=p3_1705000534_TGeUWD6bzLCeGaW3&previous_page_section_name=1000&federated_search_id=fc6cedcb-b7e8-4550-b35c-26357c0836a0,Apartamento en Valencia,Apartment ciudad de las ciencias 2,valencia,106,4.68,220,3,1,0
/rooms/49995799?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-15&check_out=2024-01-20&source_impression_id=p3_1705000534_5VlX8FXOwpuGJRsf&previous_page_section_name=1000&federated_search_id=fc6cedcb-b7e8-4550-b35c-26357c0836a0,Casa de invitados en Valencia,Les moreres un espacio de tranquilidad,valencia,81,4.91,90,3,1,0
/rooms/48145359?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1705000534_KbqDcGJgcBjwFBo5&previous_page_section_name=1000&federated_search_id=fc6cedcb-b7e8-4550-b35c-26357c0836a0,Apartamento en Valencia,Tu encantadora y acogedora casa en la ciudad,valencia,124,4.89,114,3,1,0
/rooms/5191760?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-06&check_out=2024-04-11&source_impression_id=p3_1705000534_lMrt3TJnC9S7HhXd&previous_page_section_name=1000&federated_search_id=fc6cedcb-b7e8-4550-b35c-26357c0836a0,Loft en Valencia,Encantador loft en Plaza Redonda -3,valencia,112,4.93,277,3,1,0
/rooms/15021180?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-29&check_out=2024-02-03&source_impression_id=p3_1705000534_ojaQPLxxbg3pdoT7&previous_page_section_name=1000&federated_search_id=fc6cedcb-b7e8-4550-b35c-26357c0836a0,Apartamento en Valencia,"Céntrico, cómodo, acogedor en El Carmen + WIFI",valencia,82,4.76,218,3,1,0
/rooms/5003768?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-15&check_out=2024-02-21&source_impression_id=p3_1705000534_NepmdlVTZgVwA0e8&previous_page_section_name=1000&federated_search_id=fc6cedcb-b7e8-4550-b35c-26357c0836a0,Apartamento en Valencia,en el corazón del centro histórico ,valencia,80,4.47,154,3,1,0
/rooms/26649865?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1705000534_rrGvEB60Nc4MCsgc&previous_page_section_name=1000&federated_search_id=fc6cedcb-b7e8-4550-b35c-26357c0836a0,Apto. residencial en Valencia,A 1 km de la playa 10min al centro en metro,valencia,77,4.66,188,3,1,0
/rooms/759366517680399051?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000534_%2FBAkWlSZsib4jr1o&previous_page_section_name=1000&federated_search_id=fc6cedcb-b7e8-4550-b35c-26357c0836a0,Loft en Valencia,Gran lugar en el casco antiguo,valencia,51,4.47,55,3,1,0
/rooms/581212612676611834?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-17&check_out=2024-01-22&source_impression_id=p3_1705000534_Mr7VBemIs4WVxJr0&previous_page_section_name=1000&federated_search_id=fc6cedcb-b7e8-4550-b35c-26357c0836a0,Apartamento en Valencia,La Guarida III,valencia,103,4.95,111,3,1,0
/rooms/12513652?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-28&check_out=2024-02-02&source_impression_id=p3_1705000534_rZKiMsAtrd4Br3L2&previous_page_section_name=1000&federated_search_id=fc6cedcb-b7e8-4550-b35c-26357c0836a0,Loft en Valencia,Precioso Loft muy próximo al centro,valencia,100,4.83,239,3,1,0
/rooms/13828435?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-22&check_out=2024-01-27&source_impression_id=p3_1705000534_Ly6yATek6bAikUjt&previous_page_section_name=1000&federated_search_id=fc6cedcb-b7e8-4550-b35c-26357c0836a0,Apartamento en Valencia,Bonito apartamento en el centro - Parking,valencia,187,4.93,306,3,1,0
/rooms/52234970?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-29&check_out=2024-02-03&source_impression_id=p3_1705000534_kIh1ibOTN08zN2BW&previous_page_section_name=1000&federated_search_id=fc6cedcb-b7e8-4550-b35c-26357c0836a0,Apartamento en Valencia,LOFT DE ENSUEÑO,valencia,88,4.87,102,3,1,0
/rooms/51132432?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-20&check_out=2024-01-25&source_impression_id=p3_1705000535_hKRXwxsD7QFBJd2i&previous_page_section_name=1000&federated_search_id=7ea56090-e6ed-457f-ae49-ec52301b8bd1,Loft en Valencia,"Loft junto al puerto y las ciencias,con Terraza",valencia,77,4.46,147,3,0,1
/rooms/6074045?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-17&check_out=2024-01-22&source_impression_id=p3_1705000535_hDvSDTCpWSvt7BUG&previous_page_section_name=1000&federated_search_id=7ea56090-e6ed-457f-ae49-ec52301b8bd1,Loft en Valencia,Loft con terraza,valencia,109,4.85,163,3,1,0
/rooms/17649011?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-22&check_out=2024-01-27&source_impression_id=p3_1705000535_n5FQcKxbRXeDhL%2FZ&previous_page_section_name=1000&federated_search_id=7ea56090-e6ed-457f-ae49-ec52301b8bd1,Apartamento en Valencia,Apartment ciudad de las ciencias 2,valencia,106,4.68,220,3,1,0
/rooms/48145359?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1705000535_B0LWovDyCLFzLDR7&previous_page_section_name=1000&federated_search_id=7ea56090-e6ed-457f-ae49-ec52301b8bd1,Apartamento en Valencia,Tu encantadora y acogedora casa en la ciudad,valencia,124,4.89,114,3,1,0
/rooms/729353353076142407?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000535_Fd0Pu1LdLQtQSnfP&previous_page_section_name=1000&federated_search_id=7ea56090-e6ed-457f-ae49-ec52301b8bd1,Apartamento en Valencia,Apartamento Centro Botánico de Valencia,valencia,91,4.86,73,3,1,0
/rooms/15021180?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-29&check_out=2024-02-03&source_impression_id=p3_1705000535_HAAPhYOTin7uewQ7&previous_page_section_name=1000&federated_search_id=7ea56090-e6ed-457f-ae49-ec52301b8bd1,Apartamento en Valencia,"Céntrico, cómodo, acogedor en El Carmen + WIFI",valencia,82,4.76,218,3,1,0
/rooms/5003768?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-15&check_out=2024-02-21&source_impression_id=p3_1705000535_EU8IbyS7YMvfbp8a&previous_page_section_name=1000&federated_search_id=7ea56090-e6ed-457f-ae49-ec52301b8bd1,Apartamento en Valencia,en el corazón del centro histórico ,valencia,80,4.47,154,3,1,0
/rooms/778850911684545956?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-23&check_out=2024-01-28&source_impression_id=p3_1705000535_FvtBmCS4bGYSPOpX&previous_page_section_name=1000&federated_search_id=7ea56090-e6ed-457f-ae49-ec52301b8bd1,Apartamento en Valencia,"Súper amplio, tranquilo y familiar.",valencia,92,4.78,64,3,1,0
/rooms/26649865?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1705000535_li1DfqmWMqKBJgG8&previous_page_section_name=1000&federated_search_id=7ea56090-e6ed-457f-ae49-ec52301b8bd1,Apto. residencial en Valencia,A 1 km de la playa 10min al centro en metro,valencia,77,4.66,188,3,1,0
/rooms/759366517680399051?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000535_MgVpR2ogXwNi%2Bm8t&previous_page_section_name=1000&federated_search_id=7ea56090-e6ed-457f-ae49-ec52301b8bd1,Loft en Valencia,Gran lugar en el casco antiguo,valencia,51,4.47,55,3,1,0
/rooms/581212612676611834?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-17&check_out=2024-01-22&source_impression_id=p3_1705000535_4wCvthsRE3kz73DX&previous_page_section_name=1000&federated_search_id=7ea56090-e6ed-457f-ae49-ec52301b8bd1,Apartamento en Valencia,La Guarida III,valencia,103,4.95,111,3,1,0
/rooms/12513652?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-28&check_out=2024-02-02&source_impression_id=p3_1705000535_c9hEsGU8Nmh7ExFo&previous_page_section_name=1000&federated_search_id=7ea56090-e6ed-457f-ae49-ec52301b8bd1,Loft en Valencia,Precioso Loft muy próximo al centro,valencia,100,4.83,239,3,1,0
/rooms/13828435?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-22&check_out=2024-01-27&source_impression_id=p3_1705000535_Is6y3DUrG3aB2RxZ&previous_page_section_name=1000&federated_search_id=7ea56090-e6ed-457f-ae49-ec52301b8bd1,Apartamento en Valencia,Bonito apartamento en el centro - Parking,valencia,187,4.93,306,3,1,0
/rooms/52234970?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-29&check_out=2024-02-03&source_impression_id=p3_1705000535_LGyK%2BiT9cx4FXObB&previous_page_section_name=1000&federated_search_id=7ea56090-e6ed-457f-ae49-ec52301b8bd1,Apartamento en Valencia,LOFT DE ENSUEÑO,valencia,88,4.87,102,3,1,0
/rooms/1025451809328377395?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-22&check_out=2024-01-27&source_impression_id=p3_1705000535_Bg5sYt9R2rR5f08e&previous_page_section_name=1000&federated_search_id=7ea56090-e6ed-457f-ae49-ec52301b8bd1,Apartamento en Valencia,Sailor Apartment nel Cabañal,valencia,78,5.0,5,3,1,0
/rooms/41024864?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1705000535_IWvcwzH0ZruCwFdQ&previous_page_section_name=1000&federated_search_id=7ea56090-e6ed-457f-ae49-ec52301b8bd1,Vivienda en Valencia,Casa Malvarrosa Playa ★,valencia,96,4.88,126,3,1,0
/rooms/803400916570579023?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1705000536_TOPA3K8EvPp88V1p&previous_page_section_name=1000&federated_search_id=fa1fb100-5464-4f7e-8eea-02184ee9ff41,Apartamento en Godella,3 Habitaciones Piso al lado de Valencia!,valencia,75,4.75,28,3,1,0
/rooms/988927391332781771?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1705000536_JHouRbBB6fOe9gFm&previous_page_section_name=1000&federated_search_id=fa1fb100-5464-4f7e-8eea-02184ee9ff41,Vivienda en Valencia,Cabañal Luxor Inn,valencia,103,5.0,16,3,1,0
/rooms/22430429?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-28&check_out=2024-02-02&source_impression_id=p3_1705000536_CxmZcNd8ze6v5ctN&previous_page_section_name=1000&federated_search_id=fa1fb100-5464-4f7e-8eea-02184ee9ff41,Apartamento en Valencia,Anelsa New Apt 2. Ruzafa. Precio especial: estancias largas.,valencia,118,4.89,308,3,0,1
/rooms/33673253?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-30&check_out=2024-02-04&source_impression_id=p3_1705000536_t6Bf%2BrU0mK0LMkhy&previous_page_section_name=1000&federated_search_id=fa1fb100-5464-4f7e-8eea-02184ee9ff41,Apartamento en Valencia,Nuevo en Valencia P 2 con terraza a 5 m de Russafa,valencia,120,4.72,95,3,0,1
/rooms/37536849?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-04&check_out=2024-02-09&source_impression_id=p3_1705000536_%2BkH2xykw4gAB9ktU&previous_page_section_name=1000&federated_search_id=fa1fb100-5464-4f7e-8eea-02184ee9ff41,Apto. residencial en Alboraia,"Ático con ampla terraza, vista al mar y piscina.",valencia,121,4.72,159,3,1,0
/rooms/18883164?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-07&check_out=2024-02-14&source_impression_id=p3_1705000536_i%2FgF5I4Bfu88qMkZ&previous_page_section_name=1000&federated_search_id=fa1fb100-5464-4f7e-8eea-02184ee9ff41,Apartamento en Valencia,¡Terraza privada en el fantástico ático central!,valencia,111,4.77,215,3,1,0
/rooms/44638242?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1705000536_v%2B%2FVVO6WKdpCP9Vp&previous_page_section_name=1000&federated_search_id=fa1fb100-5464-4f7e-8eea-02184ee9ff41,Vivienda en Valencia,"Gran Villa muy cerca aeropuerto, Valencia & playa",valencia,153,4.88,51,3,1,0
/rooms/840412175572304118?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-29&check_out=2024-02-03&source_impression_id=p3_1705000536_%2F3PdKByKd77ZjaXQ&previous_page_section_name=1000&federated_search_id=fa1fb100-5464-4f7e-8eea-02184ee9ff41,Apartamento en Valencia,Parc Central Mint Apartment,valencia,117,4.83,47,3,0,1
/rooms/665911121233525603?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-27&check_out=2024-02-01&source_impression_id=p3_1705000536_aX0V94nBVhJpESKj&previous_page_section_name=1000&federated_search_id=fa1fb100-5464-4f7e-8eea-02184ee9ff41,Apartamento en Valencia,¡Tu vivienda vacacional en segunda linea de playa!,valencia,85,4.91,193,3,1,0
/rooms/17964351?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-29&check_out=2024-02-03&source_impression_id=p3_1705000536_n%2Bra%2FgdDLXrNsymG&previous_page_section_name=1000&federated_search_id=fa1fb100-5464-4f7e-8eea-02184ee9ff41,Apartamento en Valencia,Acogedora estancia junto al Turia ★AirCon★WiFi Toallas de★ playa,valencia,72,4.94,279,3,1,0
/rooms/943407658046118425?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-19&check_out=2024-01-24&source_impression_id=p3_1705000536_rG2VvJTQf6YT%2FDvJ&previous_page_section_name=1000&federated_search_id=fa1fb100-5464-4f7e-8eea-02184ee9ff41,Loft en Valencia,Valencia Apartment loft duplex - parking gratis,valencia,98,4.92,61,3,1,0
/rooms/725839887938393935?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-18&check_out=2024-01-23&source_impression_id=p3_1705000536_WAolOoddLfx8YO2S&previous_page_section_name=1000&federated_search_id=fa1fb100-5464-4f7e-8eea-02184ee9ff41,Apartamento en Valencia,Apartamento muy luminoso junto a la playa,valencia,78,4.36,50,3,1,0
/rooms/24027178?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-03-01&check_out=2024-03-06&source_impression_id=p3_1705000536_wzXx43Qw7iZXdyKY&previous_page_section_name=1000&federated_search_id=fa1fb100-5464-4f7e-8eea-02184ee9ff41,Apartamento en Valencia,Maison Ruzafa Attic Central Park. WiFi con aire acondicionado,valencia,137,4.76,116,3,1,0
/rooms/927457?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-17&check_out=2024-01-22&source_impression_id=p3_1705000536_i7IaIuzN53i50rs0&previous_page_section_name=1000&federated_search_id=fa1fb100-5464-4f7e-8eea-02184ee9ff41,Apto. residencial en Valencia,Nuevo Corazón del Centro Loft+WIFI,valencia,106,4.89,392,3,1,0
/rooms/728931005416548497?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-20&check_out=2024-01-25&source_impression_id=p3_1705000536_Ck%2ByVYNyIsycMt5%2F&previous_page_section_name=1000&federated_search_id=fa1fb100-5464-4f7e-8eea-02184ee9ff41,Loft en Valencia,"Loft Moderno y confortable C, zona Rambleta",valencia,61,4.69,65,3,0,1
/rooms/26411749?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-05-28&check_out=2024-06-02&source_impression_id=p3_1705000536_LiqBCI6LVi6eyxGY&previous_page_section_name=1000&federated_search_id=fa1fb100-5464-4f7e-8eea-02184ee9ff41,Apartamento en Valencia,Acogedor estudio en Valencia para 2,valencia,65,4.66,126,3,1,0
/rooms/41285529?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-17&check_out=2024-02-22&source_impression_id=p3_1705000536_EvVvEibX2y%2B0ALU%2B&previous_page_section_name=1000&federated_search_id=fa1fb100-5464-4f7e-8eea-02184ee9ff41,Apartamento en Valencia,Apartamento en el Centro con Wifi,valencia,71,4.28,101,3,1,0
/rooms/30370916?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000536_vMDwN9GfDHlV8KaU&previous_page_section_name=1000&federated_search_id=fa1fb100-5464-4f7e-8eea-02184ee9ff41,Apartamento en Valencia,Romántica buhardilla en el centro de Valencia,valencia,81,4.66,217,3,1,0
/rooms/18883164?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-07&check_out=2024-02-14&source_impression_id=p3_1705000538_ZLUOUhkazOmEvuN6&previous_page_section_name=1000&federated_search_id=236bc68c-2c39-4054-a15e-855e11a961af,Apartamento en Valencia,¡Terraza privada en el fantástico ático central!,valencia,111,4.77,215,3,1,0
/rooms/44638242?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1705000538_ckKJjbZ8o1He8Sae&previous_page_section_name=1000&federated_search_id=236bc68c-2c39-4054-a15e-855e11a961af,Vivienda en Valencia,"Gran Villa muy cerca aeropuerto, Valencia & playa",valencia,153,4.88,51,3,1,0
/rooms/840412175572304118?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-29&check_out=2024-02-03&source_impression_id=p3_1705000538_TPi62nyTrODCWqAI&previous_page_section_name=1000&federated_search_id=236bc68c-2c39-4054-a15e-855e11a961af,Apartamento en Valencia,Parc Central Mint Apartment,valencia,117,4.83,47,3,0,1
/rooms/665911121233525603?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-27&check_out=2024-02-01&source_impression_id=p3_1705000538_XDXGcs4rWUoymigI&previous_page_section_name=1000&federated_search_id=236bc68c-2c39-4054-a15e-855e11a961af,Apartamento en Valencia,¡Tu vivienda vacacional en segunda linea de playa!,valencia,85,4.91,193,3,1,0
/rooms/17964351?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-29&check_out=2024-02-03&source_impression_id=p3_1705000538_NwrkKEvotpxh8jop&previous_page_section_name=1000&federated_search_id=236bc68c-2c39-4054-a15e-855e11a961af,Apartamento en Valencia,Acogedora estancia junto al Turia ★AirCon★WiFi Toallas de★ playa,valencia,72,4.94,279,3,1,0
/rooms/50910299?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000538_X4DyL8SDhrgauiCo&previous_page_section_name=1000&federated_search_id=236bc68c-2c39-4054-a15e-855e11a961af,Apartamento en Valencia,Hermoso apartamento EN LA AZOTEA con  una IMPRESIONANTE TERRAZA.,valencia,120,4.54,57,3,1,0
/rooms/943407658046118425?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-19&check_out=2024-01-24&source_impression_id=p3_1705000538_bgo9gARsI3bitx%2BH&previous_page_section_name=1000&federated_search_id=236bc68c-2c39-4054-a15e-855e11a961af,Loft en Valencia,Valencia Apartment loft duplex - parking gratis,valencia,98,4.92,61,3,1,0
/rooms/17250999?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-03-01&check_out=2024-03-06&source_impression_id=p3_1705000538_tKAJXkwN7W%2FyjbIY&previous_page_section_name=1000&federated_search_id=236bc68c-2c39-4054-a15e-855e11a961af,Loft en Valencia,✦ Encantador Loft de madera por BERIDER ✦,valencia,176,4.86,478,3,1,0
/rooms/1035324534528319345?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-15&check_out=2024-01-20&source_impression_id=p3_1705000538_5Q5ncPTS1YfLGqcP&previous_page_section_name=1000&federated_search_id=236bc68c-2c39-4054-a15e-855e11a961af,Apartamento en Valencia,Apartamento nuevo e increíble,valencia,88,5.0,3,3,1,0
/rooms/725839887938393935?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-18&check_out=2024-01-23&source_impression_id=p3_1705000538_ZCWsa4%2Bvc%2Fad7TH%2F&previous_page_section_name=1000&federated_search_id=236bc68c-2c39-4054-a15e-855e11a961af,Apartamento en Valencia,Apartamento muy luminoso junto a la playa,valencia,78,4.36,50,3,1,0
/rooms/24027178?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-03-01&check_out=2024-03-06&source_impression_id=p3_1705000538_PjQmwUaVTW6%2Bt7yh&previous_page_section_name=1000&federated_search_id=236bc68c-2c39-4054-a15e-855e11a961af,Apartamento en Valencia,Maison Ruzafa Attic Central Park. WiFi con aire acondicionado,valencia,137,4.76,116,3,1,0
