url,name,header,ciudad,precio_por_noche,rating,review,valor_ciudad,Anfitrion particular,Anfitrion profesional
/rooms/1010013717608224894?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-04&check_out=2024-02-09&source_impression_id=p3_1705000419_60fzBivMte950IAB&previous_page_section_name=1000&federated_search_id=6c56b347-7216-42c2-97d3-839c091b9764,Apartamento en Madrid,Apartamento en Acacias,madrid,73,4.63,24,1,1,0
/rooms/3517921?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000419_vFiFJQVUahWcKFQ9&previous_page_section_name=1000&federated_search_id=6c56b347-7216-42c2-97d3-839c091b9764,Apartamento en Madrid,Apartamento privado con terraza increíble. Gran Vía,madrid,125,4.71,309,1,1,0
/rooms/1010013717608224894?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-04&check_out=2024-02-09&source_impression_id=p3_1705000420_ymnugUF7yRRYhUU%2F&previous_page_section_name=1000&federated_search_id=a1e39cb1-1504-408e-9f4f-681dcf98e0f3,Apartamento en Arganzuela,Apartamento en Acacias,madrid,73,4.63,24,1,1,0
/rooms/3517921?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000420_vxgSiJ5buiY3td5r&previous_page_section_name=1000&federated_search_id=a1e39cb1-1504-408e-9f4f-681dcf98e0f3,Apartamento en Centro Madrid,Apartamento privado con terraza increíble. Gran Vía,madrid,125,4.71,309,1,1,0
/rooms/887598772945439559?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-28&check_out=2024-02-02&source_impression_id=p3_1705000420_Fm6BBn0Szy8ePV4d&previous_page_section_name=1000&federated_search_id=a1e39cb1-1504-408e-9f4f-681dcf98e0f3,Apartamento en Centro Madrid,City Stay Suite,madrid,92,4.86,42,1,1,0
/rooms/544097933994648343?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000420_p99ogeq7NjWgYKvU&previous_page_section_name=1000&federated_search_id=a1e39cb1-1504-408e-9f4f-681dcf98e0f3,Loft en Tetuan,Precioso Loft - Cuatro Caminos - Santiago Bernabéu,madrid,100,4.86,142,1,1,0
/rooms/24037666?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000420_PcL1TPxPK%2BtBCyfK&previous_page_section_name=1000&federated_search_id=a1e39cb1-1504-408e-9f4f-681dcf98e0f3,Apartamento en Centro Madrid,APARTAMENTO ACOGEDOR CON ENCANTO II,madrid,85,4.68,151,1,1,0
/rooms/883257777915256113?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1705000421_oqU8g%2B6qJyv5bU25&previous_page_section_name=1000&federated_search_id=a1e39cb1-1504-408e-9f4f-681dcf98e0f3,Apartamento en Centro Madrid,Gran Vía Luxe-Special Services,madrid,500,4.91,11,1,0,1
/rooms/848476878805634823?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1705000421_TDt1E0Bc4UAdyXHK&previous_page_section_name=1000&federated_search_id=a1e39cb1-1504-408e-9f4f-681dcf98e0f3,Apartamento en San Blas,"Apartamento moderno, céntrico con aparcamiento",madrid,101,4.93,44,1,1,0
/rooms/980902573216210663?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-18&source_impression_id=p3_1705000421_wTb2mNgXWVX%2FZ3N7&previous_page_section_name=1000&federated_search_id=a1e39cb1-1504-408e-9f4f-681dcf98e0f3,Apartamento en Chamberi,Piso tranquilo en Chamberí,madrid,93,4.93,14,1,1,0
/rooms/750560470592618163?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-18&source_impression_id=p3_1705000421_jiiyykH5cFxVZnpI&previous_page_section_name=1000&federated_search_id=a1e39cb1-1504-408e-9f4f-681dcf98e0f3,Apto. residencial en San Blas,"Acogedor Apto, a 10 minutos del aeropuerto",madrid,86,4.83,214,1,1,0
/rooms/762880410174592447?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1705000422_vL5XjCki209smJQE&previous_page_section_name=1000&federated_search_id=6a1b1ee5-63c1-4398-86a2-a292728fd27b,Apartamento en Madrid,Céntrico estudio Madrid,madrid,39,4.13,30,1,1,0
/rooms/6287069?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-05-12&check_out=2024-05-17&source_impression_id=p3_1705000422_xYqZIT%2B31cZStOVp&previous_page_section_name=1000&federated_search_id=6a1b1ee5-63c1-4398-86a2-a292728fd27b,Alojamiento en Madrid,"Habitación Céntrica,exterior baño privado.Gran Via",madrid,51,4.51,689,1,0,1
/rooms/547047298947876337?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1705000422_zZfT6i8O9ezSxs07&previous_page_section_name=1000&federated_search_id=6a1b1ee5-63c1-4398-86a2-a292728fd27b,Vivienda vacacional en Madrid,Precioso y moderno ático en Madrid!,madrid,67,4.5,10,1,0,1
/rooms/53302759?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-11&check_out=2024-02-16&source_impression_id=p3_1705000422_BX7Ma5jW0XKdYk9F&previous_page_section_name=1000&federated_search_id=6a1b1ee5-63c1-4398-86a2-a292728fd27b,Loft en Madrid,Orange Loft en el centro de Madrid,madrid,81,4.81,144,1,0,1
/rooms/16213864?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000422_C%2FAAr%2F3moEscy7kP&previous_page_section_name=1000&federated_search_id=6a1b1ee5-63c1-4398-86a2-a292728fd27b,Apartamento en Madrid,Madrid al Cielo,madrid,88,4.74,636,1,1,0
/rooms/53110428?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-28&check_out=2024-02-02&source_impression_id=p3_1705000422_l5kagY%2Bh%2B4dYC9md&previous_page_section_name=1000&federated_search_id=6a1b1ee5-63c1-4398-86a2-a292728fd27b,Loft en Madrid,Apartamento en Madrid - Fuencarral - Las Tablas,madrid,74,4.73,71,1,0,1
/rooms/935521768469658796?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000422_YFmEyz44T9wvZCaF&previous_page_section_name=1000&federated_search_id=6a1b1ee5-63c1-4398-86a2-a292728fd27b,Apartamento en Madrid,Estudio Romántico,madrid,59,4.83,24,1,1,0
/rooms/564955028866645251?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-06-23&check_out=2024-06-28&source_impression_id=p3_1705000422_EOj47Qc31HqRvwRR&previous_page_section_name=1000&federated_search_id=6a1b1ee5-63c1-4398-86a2-a292728fd27b,Apartamento en Madrid,Buhardilla en Madrid centro 4-3,madrid,75,4.75,244,1,1,0
/rooms/38836201?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-19&check_out=2024-02-24&source_impression_id=p3_1705000422_fNs00WIOo7F%2B424S&previous_page_section_name=1000&federated_search_id=6a1b1ee5-63c1-4398-86a2-a292728fd27b,Apto. residencial en Madrid,Apartamento Madrid-aeropuerto barajas-ifema,madrid,94,4.79,432,1,1,0
/rooms/893931371923391434?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-18&check_out=2024-02-23&source_impression_id=p3_1705000422_jn1fDwSGadKuqqc1&previous_page_section_name=1000&federated_search_id=6a1b1ee5-63c1-4398-86a2-a292728fd27b,Apartamento en Madrid,Lindo&Attic&Center La Buhardilla de Sol,madrid,74,4.88,42,1,0,1
/rooms/28130302?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-29&check_out=2024-02-03&source_impression_id=p3_1705000423_oX45eHtH1HrcdUeM&previous_page_section_name=1000&federated_search_id=7f6c1768-ec1f-4332-9f08-43ebc9fbc52f,Apartamento en Madrid,Piso en el centro de Madrid en Barrio Salamanca,madrid,81,4.78,67,1,1,0
/rooms/551265359663353557?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1705000423_7Gz66ZSacEc5TqWL&previous_page_section_name=1000&federated_search_id=7f6c1768-ec1f-4332-9f08-43ebc9fbc52f,Apartamento en Madrid,Apartamento privado alrededor de Ifema,madrid,95,4.97,96,1,1,0
/rooms/52237418?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000423_tYB8T6wWff6VPvkY&previous_page_section_name=1000&federated_search_id=7f6c1768-ec1f-4332-9f08-43ebc9fbc52f,Apartamento en Madrid,Precioso apartamento luminoso con patio interior.!,madrid,51,4.69,108,1,1,0
/rooms/927270725490326525?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-14&check_out=2024-02-19&source_impression_id=p3_1705000423_rSDmWKJldKQ0fb5g&previous_page_section_name=1000&federated_search_id=7f6c1768-ec1f-4332-9f08-43ebc9fbc52f,Apartamento en Madrid,Signature  CC,madrid,243,4.97,32,1,1,0
/rooms/40571206?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1705000423_EJ8B6Iay02UL%2Bzkt&previous_page_section_name=1000&federated_search_id=7f6c1768-ec1f-4332-9f08-43ebc9fbc52f,Apartamento en Madrid,Miniestudio  totalmente independiente.,madrid,66,4.79,28,1,1,0
/rooms/883057209779964850?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1705000423_U6arGr42%2BwZcExy5&previous_page_section_name=1000&federated_search_id=7f6c1768-ec1f-4332-9f08-43ebc9fbc52f,Apartamento en Madrid,"Apartamento de diseño, cómodo y cerca del centro.",madrid,98,4.98,41,1,1,0
/rooms/13346561?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-16&check_out=2024-01-21&source_impression_id=p3_1705000423_Obwdwn12%2FHknaqLa&previous_page_section_name=1000&federated_search_id=7f6c1768-ec1f-4332-9f08-43ebc9fbc52f,Apartamento en Madrid,Chamberí: Estudio + Diseño en ‘Corrala’ histórica,madrid,113,4.8,205,1,0,1
/rooms/53875141?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-03-02&check_out=2024-03-07&source_impression_id=p3_1705000423_k77TCh0fOEgracJD&previous_page_section_name=1000&federated_search_id=7f6c1768-ec1f-4332-9f08-43ebc9fbc52f,Loft en Madrid,Precioso Loft con terraza y aparcamiento gratuito,madrid,76,4.83,138,1,1,0
/rooms/48818197?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1705000423_gcxW4u%2FABHDnYiVs&previous_page_section_name=1000&federated_search_id=7f6c1768-ec1f-4332-9f08-43ebc9fbc52f,Apartamento en Madrid,La mejor ubicación de Madrid City One,madrid,113,4.52,154,1,0,1
/rooms/882573773812167306?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-28&check_out=2024-02-02&source_impression_id=p3_1705000423_%2BzTw5wo1iPdi9cm8&previous_page_section_name=1000&federated_search_id=7f6c1768-ec1f-4332-9f08-43ebc9fbc52f,Apartamento en Madrid,"No es necesario pagar la tarifa de servicio de Moncloa University Town, estudio de calefacción nuevo estudio",madrid,73,4.86,28,1,1,0
/rooms/799146194171483288?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1705000423_69FT0dyZjXC6yJ3n&previous_page_section_name=1000&federated_search_id=7f6c1768-ec1f-4332-9f08-43ebc9fbc52f,Apartamento en Madrid,Apartamento Madrid Ventas,madrid,71,4.76,33,1,0,1
/rooms/27199898?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-19&source_impression_id=p3_1705000423_Hzyb7I0T8Y0OYXeM&previous_page_section_name=1000&federated_search_id=7f6c1768-ec1f-4332-9f08-43ebc9fbc52f,Apto. residencial en Madrid,Ático con terraza en Guindalera,madrid,101,4.87,61,1,1,0
/rooms/557978025943269560?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000425_oeZQpF88tGQGdUQB&previous_page_section_name=1000&federated_search_id=fcd7ba3e-919a-4e95-a3c3-2a11e4abc738,Loft en Pozuelo de Alarcon,"""La bella suite""",madrid,69,4.88,26,1,0,1
/rooms/865072133849448432?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1705000425_d%2FosfZL2DYDxsOua&previous_page_section_name=1000&federated_search_id=fcd7ba3e-919a-4e95-a3c3-2a11e4abc738,Apartamento en Madrid,Madrid: Elegante piso Salamanca Goya 4 huéspedes,madrid,95,4.79,34,1,1,0
/rooms/741301796232596156?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-18&source_impression_id=p3_1705000425_DEOgDcDnNuRLA4um&previous_page_section_name=1000&federated_search_id=fcd7ba3e-919a-4e95-a3c3-2a11e4abc738,Casa de invitados en Paracuellos de Jarama,Acogedor estudio privado cerca del aeropuerto,madrid,58,4.95,113,1,1,0
/rooms/756275816455856584?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1705000425_hx3wp72AUpiJnLjW&previous_page_section_name=1000&federated_search_id=fcd7ba3e-919a-4e95-a3c3-2a11e4abc738,Apartamento en Madrid,Chamberí - Nuevos Ministerios,madrid,144,4.95,22,1,0,1
/rooms/858549738372897433?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1705000425_qp45ne0SSn%2B9zCTB&previous_page_section_name=1000&federated_search_id=fcd7ba3e-919a-4e95-a3c3-2a11e4abc738,Apartamento en Madrid,Apartamento en zona residencial,madrid,80,4.39,23,1,1,0
/rooms/981986568291036744?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-09&check_out=2024-04-14&source_impression_id=p3_1705000425_B8AIpjnUktPObVTL&previous_page_section_name=1000&federated_search_id=fcd7ba3e-919a-4e95-a3c3-2a11e4abc738,Apartamento en Madrid,"Apto luminoso,  bien comunicado",madrid,91,5.0,13,1,1,0
/rooms/772334925273510242?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-24&check_out=2024-01-29&source_impression_id=p3_1705000425_A%2F3F8QWPBFYXOu64&previous_page_section_name=1000&federated_search_id=fcd7ba3e-919a-4e95-a3c3-2a11e4abc738,Apartamento en Madrid,MiCasaEnRetiro,madrid,93,4.81,37,1,1,0
/rooms/44637180?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-29&check_out=2024-02-03&source_impression_id=p3_1705000425_TCkzJGGvyz8jHuub&previous_page_section_name=1000&federated_search_id=fcd7ba3e-919a-4e95-a3c3-2a11e4abc738,Alojamiento en Madrid,"Habitación pequeña, cama doble junto a Gran Vía",madrid,48,4.43,221,1,0,1
/rooms/36267413?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-28&check_out=2024-02-02&source_impression_id=p3_1705000425_6Mvs%2Fumm89jZckmr&previous_page_section_name=1000&federated_search_id=fcd7ba3e-919a-4e95-a3c3-2a11e4abc738,Loft en Mostoles,"Loft 75 m, amplio y moderno. Wifi. Cerca de Madrid",madrid,80,4.97,124,1,0,1
/rooms/889999307026856565?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1705000425_A71k1X9CaaaQ3ACO&previous_page_section_name=1000&federated_search_id=fcd7ba3e-919a-4e95-a3c3-2a11e4abc738,Apartamento en Madrid,Acogedor  Estudio D Junto a Metro,madrid,73,4.81,26,1,1,0
/rooms/988305106939102948?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000425_lYEw5yOEQ6Pzp4Dq&previous_page_section_name=1000&federated_search_id=fcd7ba3e-919a-4e95-a3c3-2a11e4abc738,Apartamento en Madrid,San Isidro’s home,madrid,89,5.0,19,1,1,0
/rooms/30228986?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-29&check_out=2024-02-03&source_impression_id=p3_1705000425_hq7jPqnsXoZBF94f&previous_page_section_name=1000&federated_search_id=fcd7ba3e-919a-4e95-a3c3-2a11e4abc738,Apartamento en Madrid,Disfruta del pulmón de Madrid en este lujoso apartamento de cuidado diseño,madrid,109,4.79,402,1,1,0
/rooms/39264206?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1705000426_7Yx81f8yDRfWDtnw&previous_page_section_name=1000&federated_search_id=34968121-b2ce-410a-b67a-30cd315193b9,Loft en Madrid,Estudio en Madrid cerca de IFEMA y el Aeropuerto,madrid,86,4.76,119,1,1,0
/rooms/981986568291036744?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-04-09&check_out=2024-04-14&source_impression_id=p3_1705000426_jxenERvJ2QdDO7EB&previous_page_section_name=1000&federated_search_id=34968121-b2ce-410a-b67a-30cd315193b9,Apartamento en Madrid,"Apto luminoso,  bien comunicado",madrid,91,5.0,13,1,1,0
/rooms/772334925273510242?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-24&check_out=2024-01-29&source_impression_id=p3_1705000426_eVA5sRK0HO8A%2Bw5j&previous_page_section_name=1000&federated_search_id=34968121-b2ce-410a-b67a-30cd315193b9,Apartamento en Madrid,MiCasaEnRetiro,madrid,93,4.81,37,1,1,0
/rooms/44637180?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-29&check_out=2024-02-03&source_impression_id=p3_1705000426_npPrLc9PauqsLdjt&previous_page_section_name=1000&federated_search_id=34968121-b2ce-410a-b67a-30cd315193b9,Alojamiento en Madrid,"Habitación pequeña, cama doble junto a Gran Vía",madrid,48,4.43,221,1,0,1
/rooms/36267413?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-28&check_out=2024-02-02&source_impression_id=p3_1705000426_wnt%2F7R8p3RrG%2FwtJ&previous_page_section_name=1000&federated_search_id=34968121-b2ce-410a-b67a-30cd315193b9,Loft en Mostoles,"Loft 75 m, amplio y moderno. Wifi. Cerca de Madrid",madrid,80,4.97,124,1,0,1
/rooms/889999307026856565?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1705000426_FVf9pQaeq8dW2pHx&previous_page_section_name=1000&federated_search_id=34968121-b2ce-410a-b67a-30cd315193b9,Apartamento en Madrid,Acogedor  Estudio D Junto a Metro,madrid,73,4.81,26,1,1,0
/rooms/988305106939102948?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000426_AEWHVxIuBbILTWLq&previous_page_section_name=1000&federated_search_id=34968121-b2ce-410a-b67a-30cd315193b9,Apartamento en Madrid,San Isidro’s home,madrid,89,5.0,19,1,1,0
/rooms/30228986?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-29&check_out=2024-02-03&source_impression_id=p3_1705000426_FiNnadNloUBrFEtg&previous_page_section_name=1000&federated_search_id=34968121-b2ce-410a-b67a-30cd315193b9,Apartamento en Madrid,Disfruta del pulmón de Madrid en este lujoso apartamento de cuidado diseño,madrid,109,4.79,402,1,1,0
/rooms/573223366167987877?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000426_rAwHlapSJPYnGdHe&previous_page_section_name=1000&federated_search_id=34968121-b2ce-410a-b67a-30cd315193b9,Apartamento en Madrid,A Alojamiento con Balcón a la plaza mayor,madrid,103,4.65,78,1,0,1
/rooms/984582490283795839?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-26&check_out=2024-01-31&source_impression_id=p3_1705000426_s92DuqIUa6COCpbC&previous_page_section_name=1000&federated_search_id=34968121-b2ce-410a-b67a-30cd315193b9,Apartamento en Madrid,Nuevo Apt Zona Parking gratuito,madrid,68,5.0,7,1,0,1
/rooms/53910718?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1705000426_Wx%2BNxDNjZqDEKK8Y&previous_page_section_name=1000&federated_search_id=34968121-b2ce-410a-b67a-30cd315193b9,Loft en Madrid,Hogar dulce hog@r,madrid,84,4.77,117,1,1,0
/rooms/1057018520365799806?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-15&check_out=2024-01-20&source_impression_id=p3_1705000427_RpjwE7hMrRIt32AB&previous_page_section_name=1000&federated_search_id=ef5f2d53-7a94-41dd-b730-00f35c7a949c,Apartamento en Madrid,Loft chic en Salamanca,madrid,96,4.33,3,1,1,0
/rooms/958676355945163903?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-18&check_out=2024-02-23&source_impression_id=p3_1705000427_HRttTV7aU%2BxmVtcY&previous_page_section_name=1000&federated_search_id=ef5f2d53-7a94-41dd-b730-00f35c7a949c,Alojamiento en Madrid,Cuarto con cocina & baño privado,madrid,73,4.94,18,1,1,0
/rooms/22306306?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-18&source_impression_id=p3_1705000427_%2B585fIs3LuknDNyO&previous_page_section_name=1000&federated_search_id=ef5f2d53-7a94-41dd-b730-00f35c7a949c,Loft en San Sebastian de los Reyes,Loft de diseño luminoso y tranquilo.,madrid,96,4.76,211,1,1,0
/rooms/449218?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-03&check_out=2024-02-08&source_impression_id=p3_1705000427_KONgYmSc4loC16Ju&previous_page_section_name=1000&federated_search_id=ef5f2d53-7a94-41dd-b730-00f35c7a949c,Apartamento en Madrid,"Céntrico, equipado, al mejor precio",madrid,72,4.86,411,1,1,0
/rooms/912807428092171304?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1705000427_mwYOV15UdjG%2B5YgA&previous_page_section_name=1000&federated_search_id=ef5f2d53-7a94-41dd-b730-00f35c7a949c,Apartamento en Madrid,C8 Exclusiva zona Madrid,madrid,83,4.91,22,1,0,1
/rooms/569535522778549660?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1705000427_7TAWItpMgor997ur&previous_page_section_name=1000&federated_search_id=ef5f2d53-7a94-41dd-b730-00f35c7a949c,Apartamento en Madrid,Apartamento ATOCHA - Junto Estación AVE,madrid,82,4.67,144,1,1,0
/rooms/52677588?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1705000427_3KjrfQY5avTnJdnS&previous_page_section_name=1000&federated_search_id=ef5f2d53-7a94-41dd-b730-00f35c7a949c,Loft en Madrid,Vivienda Mar de Cristal - Ifema,madrid,115,4.95,77,1,1,0
/rooms/18474323?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-22&check_out=2024-01-27&source_impression_id=p3_1705000427_XVt%2BEKcqd18BqDuY&previous_page_section_name=1000&federated_search_id=ef5f2d53-7a94-41dd-b730-00f35c7a949c,Suite con entrada independiente en Madrid,HAB. CON BAÑO. ROOM WITH BATH. BARRIO DE SALAMANCA,madrid,61,4.88,409,1,1,0
/rooms/1012954163535716821?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-27&check_out=2024-02-01&source_impression_id=p3_1705000427_XLknKC50lD1ULw%2FF&previous_page_section_name=1000&federated_search_id=ef5f2d53-7a94-41dd-b730-00f35c7a949c,Loft en Madrid,Nuevo Apt Madrid,madrid,65,4.8,5,1,0,1
/rooms/800520697745462796?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1705000427_lIDHtyT3sOi9bVe4&previous_page_section_name=1000&federated_search_id=ef5f2d53-7a94-41dd-b730-00f35c7a949c,Apartamento en Madrid,4ºB - Ático Nuevo apartamento,madrid,202,4.93,56,1,0,1
/rooms/17451861?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1705000427_%2BkxMKKyAh6VuR6Ur&previous_page_section_name=1000&federated_search_id=ef5f2d53-7a94-41dd-b730-00f35c7a949c,Vivienda en Madrid,La Casita de Estela,madrid,84,4.66,172,1,1,0
/rooms/974022644256726221?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-27&check_out=2024-02-01&source_impression_id=p3_1705000427_b%2FkSfDb%2Bxut81cNA&previous_page_section_name=1000&federated_search_id=ef5f2d53-7a94-41dd-b730-00f35c7a949c,Apartamento en Madrid,Bonito loft estilo industrial,madrid,89,5.0,7,1,1,0
/rooms/625931670639456945?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1705000427_F9CEM9HFiK84bhw%2B&previous_page_section_name=1000&federated_search_id=ef5f2d53-7a94-41dd-b730-00f35c7a949c,Apartamento en Madrid,MODERNO APARTAMENTO EN MADRID!,madrid,64,3.6,10,1,0,1
/rooms/4132363?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-03&check_out=2024-02-08&source_impression_id=p3_1705000428_JK5%2BLFujyQhbRpad&previous_page_section_name=1000&federated_search_id=7c878c50-3a93-4355-8919-7e6f83a2d38d,Apartamento en Madrid,Acogedor estudio con estilo,madrid,85,4.83,600,1,1,0
/rooms/958676355945163903?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-18&check_out=2024-02-23&source_impression_id=p3_1705000428_m3IXYvIfaOMRNWMn&previous_page_section_name=1000&federated_search_id=7c878c50-3a93-4355-8919-7e6f83a2d38d,Alojamiento en Madrid,Cuarto con cocina & baño privado,madrid,73,4.94,18,1,1,0
/rooms/47526683?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000428_CG7v7023JJ0YnaY5&previous_page_section_name=1000&federated_search_id=7c878c50-3a93-4355-8919-7e6f83a2d38d,Apartamento en Madrid,Acogedor Estudio 2 adultos,madrid,62,4.46,104,1,0,1
