url,name,header,rating_n_reviews,price,superhost,ciudad
/rooms/28683485?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1071705786&check_in=2024-01-28&check_out=2024-02-02&source_impression_id=p3_1705000416_%2BdEvMG5skpgtuewb&previous_page_section_name=1000&federated_search_id=e26b2f14-029b-4277-94c8-a8b1dbf15f9a,Habitación en Moncloa - Argüelles,Piso Familiar,"4,91 (132)",", ",Quédate con Javier,Madrid
/rooms/54347923?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1608559893&check_in=2024-01-20&check_out=2024-01-25&source_impression_id=p3_1705000416_oWUtifYyPfrcsqTc&previous_page_section_name=1000&federated_search_id=e26b2f14-029b-4277-94c8-a8b1dbf15f9a,Habitación en Moratalaz,Habitacion Doble con Baño privado cerca del centro,"4,73 (63)",", ",Quédate con Jose,Madrid
/rooms/994155113777122145?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1751960993&check_in=2024-01-13&check_out=2024-01-18&source_impression_id=p3_1705000416_ojZsG%2FTydSBrcgsK&previous_page_section_name=1000&federated_search_id=e26b2f14-029b-4277-94c8-a8b1dbf15f9a,Habitación en Hortaleza,Habitación cerca del aeropuerto,"4,83 (18)",", ",Quédate con Gilberto,Madrid
/rooms/27594853?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-25&check_out=2024-03-01&source_impression_id=p3_1705000416_rJMegtWZDAWCB%2BuM&previous_page_section_name=1000&federated_search_id=e26b2f14-029b-4277-94c8-a8b1dbf15f9a,Apartamento en Chamartín,Precioso Apto.  Santiago Bernabéu en P. La Habana,"4,75 (179)","88 € por noche, inicialmente 104 €",Anfitrión profesional,Madrid
/rooms/565793066685869566?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1344383071&check_in=2024-06-23&check_out=2024-06-28&source_impression_id=p3_1705000416_lAfuG%2BlQbIKAkgSA&previous_page_section_name=1000&federated_search_id=e26b2f14-029b-4277-94c8-a8b1dbf15f9a,Habitación en Centro Madrid,Suite en pleno Madrid centro,"4,82 (241)",", ",Quédate con Elena,Madrid
/rooms/919587392880116120?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-28&check_out=2024-02-02&source_impression_id=p3_1705000416_LHw0dtVd0Xb4r11j&previous_page_section_name=1000&federated_search_id=e26b2f14-029b-4277-94c8-a8b1dbf15f9a,Apartamento en Latina,Apartamento tipo estudio cómodo!,"4,79 (38)","52 € por noche, inicialmente 62 €",Anfitrión particular,Madrid
/rooms/991951366045353499?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000416_vizbOn6kaDyMsOq0&previous_page_section_name=1000&federated_search_id=e26b2f14-029b-4277-94c8-a8b1dbf15f9a,Apartamento en Arganzuela,"Apartamento amplio, cómodo y tranquilo WIFI","4,83 (12)","69 € por noche, inicialmente 96 €",Anfitrión profesional,Madrid
/rooms/988557628719720350?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-24&check_out=2024-01-29&source_impression_id=p3_1705000416_P3xsfNm2dl%2B%2BxHHe&previous_page_section_name=1000&federated_search_id=e26b2f14-029b-4277-94c8-a8b1dbf15f9a,Apartamento en Tetuán,apartamento con parking gratis junto bravo Murillo,"4,9 (21)","84 € por noche, inicialmente 91 €",Anfitrión particular,Madrid
/rooms/582262793978261606?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-15&check_out=2024-01-20&source_impression_id=p3_1705000417_um04CZHz62c8IqZ5&previous_page_section_name=1000&federated_search_id=cc91386f-8e42-44fd-9af7-cb7841142c67,Apartamento en Madrid,B. Salamanca - Tranquilo y acogedor apartam. GUA,"4,79 (61)","113 € por noche, inicialmente 130 €",Anfitrión profesional,Madrid
/rooms/7497713?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1291146357&check_in=2024-01-28&check_out=2024-02-02&source_impression_id=p3_1705000417_Hb0XvnxFPvrIg77f&previous_page_section_name=1000&federated_search_id=cc91386f-8e42-44fd-9af7-cb7841142c67,Habitación en Madrid,Habitación doble con baño en pleno centro Madrid,"4,44 (630)",", ",Quédate con Edu,Madrid
/rooms/843959818030743837?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-15&check_out=2024-01-20&source_impression_id=p3_1705000417_J0Mxxv47piu9xt98&previous_page_section_name=1000&federated_search_id=cc91386f-8e42-44fd-9af7-cb7841142c67,Apartamento en Madrid,Amplio apto a 300m de Retiro,"4,59 (29)",106 € por noche,Anfitrión profesional,Madrid
/rooms/1045559262716863380?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000417_11kkxG19tMJfjLrf&previous_page_section_name=1000&federated_search_id=cc91386f-8e42-44fd-9af7-cb7841142c67,Apartamento en Madrid,Estudio en centro de Madrid,"5,0 (4)",70 € por noche,Anfitrión particular,Madrid
/rooms/746945104372971661?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1705000417_TNhXNC1HVwkywChl&previous_page_section_name=1000&federated_search_id=cc91386f-8e42-44fd-9af7-cb7841142c67,Apartamento en Madrid,Apartamento 2 habs Villa Verde BA,"3,83 (12)","50 € por noche, inicialmente 54 €",Anfitrión particular,Madrid
/rooms/1038968099401548815?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000417_O9HDmtPqBM2MgXxP&previous_page_section_name=1000&federated_search_id=cc91386f-8e42-44fd-9af7-cb7841142c67,Apartamento en Madrid,Acogedor apartamento con patio,"4,88 (8)",95 € por noche,Anfitrión profesional,Madrid
/rooms/758107719344466850?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1541131353&check_in=2024-01-13&check_out=2024-01-18&source_impression_id=p3_1705000417_%2FAVWe%2BbuKmJPI0%2FN&previous_page_section_name=1000&federated_search_id=cc91386f-8e42-44fd-9af7-cb7841142c67,Habitación en Madrid,Habitación Confortable y Excelente Ubicación,"4,65 (40)",", ",Quédate con Meis,Madrid
/rooms/32883496?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-28&check_out=2024-02-02&source_impression_id=p3_1705000417_IlAxr%2BDmL%2BgTKBtS&previous_page_section_name=1000&federated_search_id=cc91386f-8e42-44fd-9af7-cb7841142c67,Apartamento en Madrid,Económico estudio en Argüelles,"4,69 (260)",66 € por noche,Anfitrión particular,Madrid
/rooms/53217798?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1705000417_XcDoUVKgROeR2OlL&previous_page_section_name=1000&federated_search_id=cc91386f-8e42-44fd-9af7-cb7841142c67,Apartamento en Madrid,MI CASA SAN BLAS,"4,47 (197)",75 € por noche,Anfitrión profesional,Madrid
/rooms/23332735?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-18&source_impression_id=p3_1705000417_Ia%2B7vkxbS0KYE2J2&previous_page_section_name=1000&federated_search_id=cc91386f-8e42-44fd-9af7-cb7841142c67,Apartamento en Madrid,estudio céntrico embajadores,"4,88 (425)",60 € por noche,Anfitrión particular,Madrid
/rooms/785310554120332382?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1705000417_4VxQ9jdUnTvx8iNG&previous_page_section_name=1000&federated_search_id=cc91386f-8e42-44fd-9af7-cb7841142c67,Apartamento en Madrid,Lujoso apartamento en Cuatro Caminos/Madrid,"4,8 (20)","157 € por noche, inicialmente 199 €",Anfitrión profesional,Madrid
/rooms/52388713?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1325533179&check_in=2024-01-18&check_out=2024-01-23&source_impression_id=p3_1705000417_H61wSK9zf7xwpW8e&previous_page_section_name=1000&federated_search_id=cc91386f-8e42-44fd-9af7-cb7841142c67,Habitación en Madrid,Habitación privada en espacio residencial,"4,86 (243)",", ",Quédate con Rina,Madrid
/rooms/1006475172923567717?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000417_QX9e27Jfgt1%2F%2FFH7&previous_page_section_name=1000&federated_search_id=cc91386f-8e42-44fd-9af7-cb7841142c67,Apartamento en Madrid,Castilla Luxury B3 Apartment,"5,0 (4)","68 € por noche, inicialmente 100 €",Anfitrión profesional,Madrid
/rooms/603592466684328635?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-28&check_out=2024-02-02&source_impression_id=p3_1705000417_2XIw%2FAka9rC25Gb4&previous_page_section_name=1000&federated_search_id=cc91386f-8e42-44fd-9af7-cb7841142c67,Apartamento en Madrid,Apartamento Departamento Colombia 2,"4,67 (122)",75 € por noche,Anfitrión particular,Madrid
/rooms/18847621?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1699308956&check_in=2024-03-19&check_out=2024-03-24&source_impression_id=p3_1705000417_rhoCkKD82hkQEIc6&previous_page_section_name=1000&federated_search_id=cc91386f-8e42-44fd-9af7-cb7841142c67,Habitación en Madrid,Tranquilo y silencioso en el centro de Madrid,"4,96 (340)",", ",Quédate con Alfonso,Madrid
/rooms/17933812?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=544871429&check_in=2024-01-18&check_out=2024-01-23&source_impression_id=p3_1705000417_R5U7vCrjbvzjLUrP&previous_page_section_name=1000&federated_search_id=cc91386f-8e42-44fd-9af7-cb7841142c67,Habitación en Alcobendas,Habitación en urbanización privada,"4,98 (83)",", ",Quédate con Paloma,Madrid
/rooms/34713449?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-27&check_out=2024-02-01&source_impression_id=p3_1705000417_r6pl19o4OIXqz4Kb&previous_page_section_name=1000&federated_search_id=cc91386f-8e42-44fd-9af7-cb7841142c67,Apartamento en Madrid,WIFI DEL AEROPUERTO IFEMA WANDA METROPOLITANO PLENILUNIO,"4,74 (342)","83 € por noche, inicialmente 94 €",Anfitrión profesional,Madrid
/rooms/36809009?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-18&source_impression_id=p3_1705000417_h32T%2FPgVq0J9eM9s&previous_page_section_name=1000&federated_search_id=cc91386f-8e42-44fd-9af7-cb7841142c67,Apartamento en Madrid,"San Cristóbal-2 habitaciones, 1 baño, wifi gratuito","4,6 (70)","70 € por noche, inicialmente 100 €",Anfitrión profesional,Madrid
/rooms/861628842403700348?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-18&source_impression_id=p3_1705000418_673rbICz913PKXza&previous_page_section_name=1000&federated_search_id=f41a2355-36e5-4521-8ebe-1ed3eb2008f9,Apartamento en Madrid,Bonito apartamento familiar cerca de Pz Castilla,"4,74 (19)","91 € por noche, inicialmente 114 €",Anfitrión profesional,Madrid
/rooms/957756552952429971?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1719221556&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000418_p2IyIC2O1pWoa%2FmX&previous_page_section_name=1000&federated_search_id=f41a2355-36e5-4521-8ebe-1ed3eb2008f9,Habitación en Móstoles,Bienvenid@ a casa!  BAÑO PRIVADo / piscina / pádel,"5,0 (24)",", ",Quédate con Desirée,Madrid
/rooms/934023578789118900?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1698397619&check_in=2024-01-20&check_out=2024-01-25&source_impression_id=p3_1705000418_pT7q0rWnPXG60rmV&previous_page_section_name=1000&federated_search_id=f41a2355-36e5-4521-8ebe-1ed3eb2008f9,Habitación en Madrid,Habitación en Plaza Castilla,"4,88 (59)",", ",Quédate con Luiz Jonas,Madrid
/rooms/991961571228962803?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1705000418_NJkt4Evn1MQTS0eu&previous_page_section_name=1000&federated_search_id=f41a2355-36e5-4521-8ebe-1ed3eb2008f9,Vivienda en Madrid,A 15 Min de Madrid Centro,"4,94 (17)","78 € por noche, inicialmente 113 €",Anfitrión particular,Madrid
/rooms/25851859?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-28&check_out=2024-02-02&source_impression_id=p3_1705000418_B75FkHQeXfbyQOzx&previous_page_section_name=1000&federated_search_id=f41a2355-36e5-4521-8ebe-1ed3eb2008f9,Apartamento en Madrid,"Increíble Apartamento junto a Gran Vía, C/Valverde","4,67 (248)","75 € por noche, inicialmente 89 €",Anfitrión profesional,Madrid
/rooms/9246949?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1461152826&check_in=2024-01-15&check_out=2024-01-20&source_impression_id=p3_1705000418_rvCkt1h7saq%2Bf1sK&previous_page_section_name=1000&federated_search_id=f41a2355-36e5-4521-8ebe-1ed3eb2008f9,Habitación en Móstoles,Bonita habitación + Wifi + Desayuno,"4,94 (100)",", ",Quédate con Hum,Madrid
/rooms/53375014?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-15&check_out=2024-01-20&source_impression_id=p3_1705000418_uR7qn2qrzad%2Fkh6N&previous_page_section_name=1000&federated_search_id=f41a2355-36e5-4521-8ebe-1ed3eb2008f9,Apartamento en Madrid,Glamuroso Piso Junto a Puerta de Alcalá - Madrid,"4,85 (131)","89 € por noche, inicialmente 104 €",Anfitrión profesional,Madrid
/rooms/926797080590976193?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1705000418_tfzmoml1l8JSWEJ8&previous_page_section_name=1000&federated_search_id=f41a2355-36e5-4521-8ebe-1ed3eb2008f9,Apartamento en Madrid,MUSAven 1 Apartamento patio-jardín Metropolitano,"5,0 (13)","95 € por noche, inicialmente 113 €",Anfitrión particular,Madrid
/rooms/627278222343645757?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-03-03&check_out=2024-03-08&source_impression_id=p3_1705000418_7EzKqg6QZNgZm8V%2B&previous_page_section_name=1000&federated_search_id=f41a2355-36e5-4521-8ebe-1ed3eb2008f9,Apto. residencial en Madrid,Encantador apartamento de 1 dormitorio cerca del Palacio Real,"4,82 (94)",99 € por noche,Anfitrión particular,Madrid
/rooms/17791510?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1705000418_ITCiTDj%2BuI%2FEkxNw&previous_page_section_name=1000&federated_search_id=f41a2355-36e5-4521-8ebe-1ed3eb2008f9,Apartamento en Madrid,Fantastico piso junto al IE P.VER,"4,87 (105)","123 € por noche, inicialmente 152 €",Anfitrión profesional,Madrid
/rooms/934542085106157360?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-18&source_impression_id=p3_1705000418_pvHqyPuQ4ZaBGUAS&previous_page_section_name=1000&federated_search_id=f41a2355-36e5-4521-8ebe-1ed3eb2008f9,Apartamento en Madrid,Piso en Ibiza por Parque del Retiro& Wizink Center,"4,72 (32)","85 € por noche, inicialmente 133 €",Anfitrión profesional,Madrid
/rooms/1007920199374911522?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1765168715&check_in=2024-02-11&check_out=2024-02-16&source_impression_id=p3_1705000418_jCUz9POpv2P8leS2&previous_page_section_name=1000&federated_search_id=f41a2355-36e5-4521-8ebe-1ed3eb2008f9,Habitación en Madrid,Habitación cerca del Retiro,"4,5 (12)",", ",Quédate con Luis,Madrid
/rooms/9862245?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-11&check_out=2024-02-16&source_impression_id=p3_1705000418_UYsj3Xb%2BHEGR8P%2Fo&previous_page_section_name=1000&federated_search_id=f41a2355-36e5-4521-8ebe-1ed3eb2008f9,Apartamento en Madrid,Malasaña/Chueca. MEJOR IMPOSIBLE!,"4,76 (148)",86 € por noche,Anfitrión particular,Madrid
/rooms/50688375?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-28&check_out=2024-02-02&source_impression_id=p3_1705000418_w406lmS%2BEiJCgUTs&previous_page_section_name=1000&federated_search_id=f41a2355-36e5-4521-8ebe-1ed3eb2008f9,Apto. residencial en Madrid,Maravilloso apartamento en Madrid,"4,62 (93)","61 € por noche, inicialmente 71 €",Anfitrión profesional,Madrid
/rooms/824505229860821302?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-15&check_out=2024-01-20&source_impression_id=p3_1705000418_tft%2BWvEq8%2BYJqf%2BY&previous_page_section_name=1000&federated_search_id=f41a2355-36e5-4521-8ebe-1ed3eb2008f9,Apartamento en Madrid,estudio gober,"4,85 (54)","76 € por noche, inicialmente 83 €",Anfitrión particular,Madrid
/rooms/44637099?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1766269358&check_in=2024-03-31&check_out=2024-04-05&source_impression_id=p3_1705000418_5iF1Opqoo9%2FpRteI&previous_page_section_name=1000&federated_search_id=f41a2355-36e5-4521-8ebe-1ed3eb2008f9,Habitación en Madrid,Habitación doble pequeña junto a Gran Vía,"4,42 (245)",", ",Quédate con Edu,Madrid
/rooms/664606002507666033?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1440815060&check_in=2024-02-10&check_out=2024-02-15&source_impression_id=p3_1705000418_PV%2BqlAGp1RziNwCf&previous_page_section_name=1000&federated_search_id=f41a2355-36e5-4521-8ebe-1ed3eb2008f9,Habitación en Madrid,habitación en barrio tranquilo cerca del centro,"4,89 (27)",", ",Quédate con Paola,Madrid
/rooms/29915515?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-28&check_out=2024-02-02&source_impression_id=p3_1705000418_X7BlQuhPaXHiCY8b&previous_page_section_name=1000&federated_search_id=f41a2355-36e5-4521-8ebe-1ed3eb2008f9,Apartamento en Madrid,Increíble penthouse-dúplex Gran Via/Sol  NUEVO!,"4,73 (289)","107 € por noche, inicialmente 138 €",Anfitrión profesional,Madrid
/rooms/867165523753113379?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1705000419_KB4h%2FwSC80NGQxco&previous_page_section_name=1000&federated_search_id=6c56b347-7216-42c2-97d3-839c091b9764,Apartamento en San Fernando de Henares,Estupendo estudio a estrenar!,"4,71 (51)","83 € por noche, inicialmente 101 €",Anfitrión particular,Madrid
/rooms/615714676824992261?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1390561646&check_in=2024-02-11&check_out=2024-02-16&source_impression_id=p3_1705000419_5x%2B9Ee1pQrS4KMS1&previous_page_section_name=1000&federated_search_id=6c56b347-7216-42c2-97d3-839c091b9764,Habitación en Madrid,Acogedora habitación cerca a Aeropuerto,"4,67 (218)",", ",Quédate con Hugo,Madrid
/rooms/672916825676760060?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000419_mqQQedvC7gwLok2y&previous_page_section_name=1000&federated_search_id=6c56b347-7216-42c2-97d3-839c091b9764,Apartamento en Madrid,Pequeño estudio independiente I cerca del centro,"4,45 (94)",64 € por noche,Anfitrión particular,Madrid
/rooms/978046458411759726?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-15&check_out=2024-01-20&source_impression_id=p3_1705000419_TCyDJJbAZkN%2BAC14&previous_page_section_name=1000&federated_search_id=6c56b347-7216-42c2-97d3-839c091b9764,Apartamento en Madrid,Apartamento Tetuán - P. Castilla,"4,5 (4)","65 € por noche, inicialmente 87 €",Anfitrión profesional,Madrid
/rooms/998852719629874958?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1756245096&check_in=2024-01-21&check_out=2024-01-26&source_impression_id=p3_1705000419_LoMvIn7UdVKHvnEG&previous_page_section_name=1000&federated_search_id=6c56b347-7216-42c2-97d3-839c091b9764,Habitación en Majadahonda,Ideal para estadías cortas por trabajo,"5,0 (6)",", ",Quédate con Stefani,Madrid
/rooms/40952057?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-13&check_out=2024-01-18&source_impression_id=p3_1705000419_a%2Ba80dFDm8t3tRx4&previous_page_section_name=1000&federated_search_id=6c56b347-7216-42c2-97d3-839c091b9764,Apartamento en Madrid,Barrio de Salamanca - (2 pax),"4,82 (60)",115 € por noche,Anfitrión particular,Madrid
/rooms/23309381?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000419_GI77tmQ1D3NmHgvc&previous_page_section_name=1000&federated_search_id=6c56b347-7216-42c2-97d3-839c091b9764,Apto. residencial en Madrid,Apartamento perfecto en un Madrid Mágico,"4,8 (577)","91 € por noche, inicialmente 116 €",Anfitrión particular,Madrid
/rooms/9659461?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-28&check_out=2024-02-02&source_impression_id=p3_1705000419_JYambES9EcJr7OJI&previous_page_section_name=1000&federated_search_id=6c56b347-7216-42c2-97d3-839c091b9764,Apartamento en Madrid,Excelente ubicación con videolimpresor y Netflix,"4,89 (402)",192 € por noche,Anfitrión profesional,Madrid
/rooms/39601434?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-18&check_out=2024-01-25&source_impression_id=p3_1705000419_tcqsOHgNo7%2BaG2z2&previous_page_section_name=1000&federated_search_id=6c56b347-7216-42c2-97d3-839c091b9764,Apartamento en Madrid,Apartamento de Diseño,Nuevo,"85 € por noche, inicialmente 93 €",Anfitrión particular,Madrid
/rooms/856261470747698356?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-11&check_out=2024-01-16&source_impression_id=p3_1705000419_1lSktj2zXIO21Ggw&previous_page_section_name=1000&federated_search_id=6c56b347-7216-42c2-97d3-839c091b9764,Apartamento en Getafe,apartamento boutique,"4,96 (28)",113 € por noche,Anfitrión particular,Madrid
/rooms/22815736?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=444187270&check_in=2024-01-12&check_out=2024-01-17&source_impression_id=p3_1705000419_fwQZPzCFIw7vkQCM&previous_page_section_name=1000&federated_search_id=6c56b347-7216-42c2-97d3-839c091b9764,Habitación en Madrid,HABITACION MUY LUMINOSA & COMODA.,"4,74 (254)",", ",Quédate con Lourdes,Madrid
/rooms/32972819?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-20&check_out=2024-01-25&source_impression_id=p3_1705000419_HIvb9mT7UAPZvb7W&previous_page_section_name=1000&federated_search_id=6c56b347-7216-42c2-97d3-839c091b9764,Apartamento en Madrid,Luminoso y acogedor apartamento cerca del metro,"4,7 (217)","114 € por noche, inicialmente 125 €",Anfitrión profesional,Madrid
/rooms/2862015?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1731034965&check_in=2024-02-04&check_out=2024-02-09&source_impression_id=p3_1705000419_Kq3wGnGy9mciUnuJ&previous_page_section_name=1000&federated_search_id=6c56b347-7216-42c2-97d3-839c091b9764,Habitación en Madrid,"Habitación exterior, baño privado, Gran Via","4,62 (724)",", ",Quédate con Edu,Madrid
/rooms/37007643?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-18&check_out=2024-02-23&source_impression_id=p3_1705000419_CrJVFJjotPTqDHTn&previous_page_section_name=1000&federated_search_id=6c56b347-7216-42c2-97d3-839c091b9764,Apartamento en Madrid,Elegante Apartamento en Goya - Madrid,"4,69 (153)","81 € por noche, inicialmente 95 €",Anfitrión profesional,Madrid
/rooms/948391662354379444?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1710322574&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000419_NvtZhS43hE4aSN%2Bl&previous_page_section_name=1000&federated_search_id=6c56b347-7216-42c2-97d3-839c091b9764,Habitación en Madrid,Acogedora habitación al lado de Bernabéu,"4,88 (25)",", ",Quédate con Dakota,Madrid
/rooms/1010013717608224894?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-04&check_out=2024-02-09&source_impression_id=p3_1705000419_60fzBivMte950IAB&previous_page_section_name=1000&federated_search_id=6c56b347-7216-42c2-97d3-839c091b9764,Apartamento en Madrid,Apartamento en Acacias,"4,63 (24)",73 € por noche,Anfitrión particular,Madrid
/rooms/914057?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=495883203&check_in=2024-02-08&check_out=2024-02-13&source_impression_id=p3_1705000419_ubhfzVr29GpCbAOD&previous_page_section_name=1000&federated_search_id=6c56b347-7216-42c2-97d3-839c091b9764,Habitación en Madrid,Hoy Puede Ser Un Gran Día!!,"4,86 (122)",", ",Quédate con Josefa,Madrid
/rooms/3517921?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000419_vFiFJQVUahWcKFQ9&previous_page_section_name=1000&federated_search_id=6c56b347-7216-42c2-97d3-839c091b9764,Apartamento en Madrid,Apartamento privado con terraza increíble. Gran Vía,"4,71 (309)","125 € por noche, inicialmente 172 €",Anfitrión particular,Madrid
/rooms/948391662354379444?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1710322574&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000420_gD1Fg03x%2BtOI%2F0Qy&previous_page_section_name=1000&federated_search_id=a1e39cb1-1504-408e-9f4f-681dcf98e0f3,Habitación en Chamartín,Acogedora habitación al lado de Bernabéu,"4,88 (25)",", ",Quédate con Dakota,Madrid
/rooms/1010013717608224894?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-04&check_out=2024-02-09&source_impression_id=p3_1705000420_ymnugUF7yRRYhUU%2F&previous_page_section_name=1000&federated_search_id=a1e39cb1-1504-408e-9f4f-681dcf98e0f3,Apartamento en Arganzuela,Apartamento en Acacias,"4,63 (24)",73 € por noche,Anfitrión particular,Madrid
/rooms/3517921?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-14&check_out=2024-01-19&source_impression_id=p3_1705000420_vxgSiJ5buiY3td5r&previous_page_section_name=1000&federated_search_id=a1e39cb1-1504-408e-9f4f-681dcf98e0f3,Apartamento en Centro Madrid,Apartamento privado con terraza increíble. Gran Vía,"4,71 (309)","125 € por noche, inicialmente 172 €",Anfitrión particular,Madrid
