apartment_id,name,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,city,insert_date,bookable_False,bookable_True,mes,Estacion
36187629,Piso reformado excelente ubicacion,4,2,3,3,90,5,20,0,4,34,34,1,100,10,10,10,10,10,10,0.22,valencia,2019-12-31,0,1,12,otoño
5388904,Nice Room in a Penthouse,1,1,1,1,100,1,1125,0,0,0,0,1,80,8,8,8,10,10,10,0.01,barcelona,2021-01-12,1,0,1,invierno
30808704,Habitación en Madrid! <<Wifi>>Perfecto para 2!!!,2,1,1,1,31,3,30,30,60,90,271,33,95,10,9,10,10,9,9,1.53,madrid,2020-10-17,0,1,10,otoño
23409834,HABITACIÓN EN BARRIO DE SALAMANCA,1,1,1,1,40,2,30,3,31,61,336,11,80,9,7,10,10,10,8,0.83,madrid,2019-05-14,0,1,5,primavera
1254955,Madrid Central flat - Reina Sofía,4,1,2,2,65,5,1125,1,1,1,258,46,91,10,9,10,10,10,9,0.63,madrid,2019-09-19,1,0,9,verano
18750489,Can Gran Via,2,2,1,1,35,6,30,0,0,0,0,1,100,10,10,10,10,10,10,0.36,barcelona,2017-11-13,0,1,11,otoño
26274545,"Flat bonito, nuevo y tranquilo CENTRO",4,1,3,3,42,4,1125,8,31,48,112,11,91,10,9,10,10,9,10,1.27,valencia,2019-03-31,1,0,3,invierno
38259169,Lujosa  Habitacion De Matrimonio Con WiFi,2,1,1,1,32,2,31,30,60,90,180,32,81,9,9,9,8,9,9,2.25,barcelona,2020-11-06,0,1,11,otoño
33766241,Spacious n´bright room in Madrid Center,2,2,1,1,50,2,1125,16,16,16,16,6,90,10,10,10,10,10,9,0.89,madrid,2019-11-09,0,1,11,otoño
23473002,Bienvenidos/as a vuestro hogar,4,1,1,2,18,2,1125,16,29,53,53,20,80,9,8,9,9,9,8,2.65,madrid,2018-11-07,0,1,11,otoño
22154964,NEW LUXURIOUS APARTMENT  -  VINE A CASA  2,6,2,2,4,71,32,1125,0,0,0,251,6,100,10,10,10,10,10,10,0.44,barcelona,2019-04-10,0,1,4,primavera
23744025,Primera línea de playa. Ideal Familias! WIFI!,8,2,4,6,74,2,60,22,47,71,309,7,91,10,7,10,10,9,9,0.85,valencia,2019-02-28,1,0,2,invierno
37042024,2BDR duplex for 9px in Hortaleza near metro,9,3,2,6,90,2,365,16,46,76,160,16,88,9,9,8,8,8,9,0.96,madrid,2020-12-17,1,0,12,otoño
23783093,MADRID CENTRO/MUSEOS - RETIRO. JUNTO METRO Y AVE.,4,1,2,3,65,3,1124,0,0,0,0,10,84,10,9,10,10,10,9,0.31,madrid,2021-01-12,0,1,1,invierno
19733367,"Charming, comfy & central dbl room",1,1,1,1,32,3,1125,20,38,68,68,6,100,10,10,10,10,10,10,0.99,barcelona,2018-01-17,1,0,1,invierno
3942375,"Relax in a Chic, Modern Apartment near Park Güell",6,1,3,5,155,3,1125,3,7,12,270,67,97,10,10,10,10,9,10,1.47,barcelona,2018-07-10,0,1,7,verano
26567697,big  room &Private toilet in plaza mayor,6,2,2,3,49,3,1125,10,15,17,17,2,100,9,9,9,9,10,9,1.03,madrid,2018-09-11,0,1,9,verano
15507285,"Double Bedroom / Private bathroom, Sagrada Familia",2,2,1,1,59,2,6,5,31,61,68,64,95,10,9,10,10,10,9,1.68,barcelona,2019-12-10,0,1,12,otoño
29101252,Apartamento en Calle Montera,6,1,2,3,169,2,32,15,41,71,150,1,80,8,4,10,10,10,8,0.46,madrid,2019-01-14,0,1,1,invierno
13359409,Raval's Virreina,2,1,1,1,55,2,15,7,35,49,139,89,96,10,9,10,10,10,9,3.22,barcelona,2018-10-10,0,1,10,otoño
12872395,"nice,sunny room directly in the heart of Barcelona",2,1,1,1,28,2,1125,0,0,0,0,10,86,9,9,10,10,8,8,0.98,barcelona,2017-04-08,1,0,4,primavera
4518901,Estudio en Plaza Santo Domingo,2,1,0,0,55,2,1125,6,30,51,215,59,93,9,9,10,10,10,9,3.46,madrid,2018-09-11,0,1,9,verano
11598588,Apartamento cerca de Ifema,4,1,1,2,60,2,1125,11,25,43,245,21,96,10,10,9,10,9,10,1.68,madrid,2017-04-08,1,0,4,primavera
13818564,Hab. Privada con 2 camas singles en Gran Vía,2,4,1,2,25,1,1125,1,1,1,73,28,96,10,10,10,10,10,10,1.09,madrid,2018-09-11,1,0,9,verano
1617393,"5 STAR CLASSY, MODERN FLAT, GREAT LOCATION, VIEW !",4,3,2,2,135,60,365,0,2,32,307,2,60,4,8,6,8,8,6,0.09,madrid,2017-04-08,1,0,4,primavera
17968171,APARTAMENTO MADRID TITANIA 3,2,1,1,1,51,1,1125,0,0,0,0,68,93,9,9,10,10,10,9,1.57,madrid,2021-01-12,1,0,1,invierno
22312525,functional studio in Lavapies  neighborhood,2,1,1,1,25,2,15,11,25,40,84,144,84,9,9,10,9,9,8,5.53,madrid,2020-02-18,0,1,2,invierno
13157971,Chalet-style lovely flat in the Poble Sec,4,1,2,3,50,3,30,5,11,27,100,76,94,10,10,10,10,9,9,4.31,barcelona,2018-01-17,1,0,1,invierno
14896116,Habitacion en el Park Guell,2,1,1,2,37,1,32,0,0,0,0,2,70,9,10,6,8,9,7,0.07,barcelona,2019-10-16,0,1,10,otoño
38129421,Cozy Room in Barcelona’s heart,1,2,1,1,33,2,1125,28,58,88,363,2,100,10,9,10,10,10,9,0.26,barcelona,2020-05-11,0,1,5,primavera
1404935,The Blue Room in our Family Luxury Apartment,2,1,1,1,57,2,14,17,27,42,254,64,97,10,10,10,10,10,9,1.48,barcelona,2017-03-06,1,0,3,invierno
11568875,Casa en Centro Barcelona 4,1,1,2,2,58,1,1125,30,60,90,365,11,88,9,9,10,10,9,9,0.83,barcelona,2017-05-07,1,0,5,primavera
22060178,Chic apart. District Salamanca-Retiro-Goya-Alcala,4,1,2,3,65,2,10,4,15,32,212,27,90,10,9,9,10,10,9,3.73,madrid,2018-08-14,0,1,8,verano
19224699,Stable 2 Loft,6,1,2,4,100,2,1125,0,7,37,312,58,93,10,10,9,10,10,9,2.62,madrid,2019-04-11,0,1,4,primavera
35990319,Stylish city apartment in Rusafa.,2,1,1,2,71,3,60,30,60,90,180,9,100,10,10,10,10,10,10,0.47,valencia,2021-01-19,1,0,1,invierno
38746555,"Luminoso, confortable - Junto IFEMA y Aeropuerto",5,2,3,3,200,3,1125,10,31,61,61,11,96,10,9,10,10,9,10,2.29,madrid,2020-02-18,0,1,2,invierno
33355251,Zona centro atrás de gran via Madrid,2,1,1,1,37,2,4,9,9,20,20,17,91,10,10,9,10,10,9,2.05,madrid,2019-12-10,0,1,12,otoño
25966258,Renewed 1BD Ancient Palace- La Latina,3,1,1,1,90,2,999,30,60,90,180,51,93,9,9,10,10,10,9,2.3,madrid,2020-04-17,0,1,4,primavera
1020452,Eco-Friendly Apartment BARCELONA for 6,6,1,3,3,60,7,365,1,5,35,108,133,95,10,10,10,10,9,9,2.38,barcelona,2017-12-09,1,0,12,otoño
15712249,"327 - AB Central Villarroel - Trendy City Centre Apartment with a Balcony, 15 Minutes from Plaça de Catalunya",5,1,2,3,350,3,330,6,17,29,304,15,83,8,8,9,10,9,9,1.05,barcelona,2019-07-10,0,1,7,verano
31111763,Estudio en el corazón de Valencia,2,1,0,1,35,4,15,0,0,0,0,6,96,10,10,10,10,10,9,0.96,valencia,2019-07-01,0,1,7,verano
15402794,R1- Single room next to the council,1,2,1,1,15,1,1125,8,25,50,297,85,92,10,10,10,10,10,9,2.54,valencia,2019-07-31,1,0,7,verano
33655980,"D4 Single room, Wifi, comfortable. ONLY GIRLS",1,1,1,1,16,19,1125,3,3,8,283,1,100,10,10,10,10,10,10,0.29,valencia,2019-09-01,1,0,9,verano
3783948,Gran habitación privada en Retiro,1,1,1,1,26,6,1125,29,59,86,361,31,99,10,10,10,10,10,10,1.03,madrid,2017-03-06,1,0,3,invierno
25050194,Cómoda habitación,2,1,1,2,18,1,1125,16,34,55,92,52,83,9,8,9,9,8,8,5.27,madrid,2019-03-08,0,1,3,invierno
20269268,Matrimonio Gay comparte cómoda habitación,1,1,1,1,35,1,31,2,14,44,44,18,96,9,9,9,10,10,9,1.49,barcelona,2018-08-14,0,1,8,verano
37313832,Room in the heart of the old town (born area),3,1,1,2,110,2,100,0,0,0,0,30,88,9,9,9,9,10,9,2.99,barcelona,2020-06-13,0,1,6,primavera
8551651,Cosy Large Room Malasaña,1,1,1,1,45,2,1125,0,0,8,283,11,94,10,9,10,10,10,9,0.27,madrid,2019-02-06,0,1,2,invierno
18039874,Penthouse with Roof Pool & Stunning Barcelona View,6,3,3,4,369,30,333,1,6,36,214,3,93,10,10,10,10,9,9,0.13,barcelona,2019-06-07,1,0,6,primavera
24407462,Habitación doble privada cerca del Camp Nou,2,1,1,1,25,5,1125,0,0,0,0,2,90,9,9,10,10,8,10,0.14,barcelona,2019-07-10,0,1,7,verano
24319577,Habitacion doble MUY CENTRICA 5min rambla exterior,2,1,1,2,8,1,1125,11,36,66,91,8,93,10,9,9,10,10,9,0.75,barcelona,2019-03-08,1,0,3,invierno
40487668,Balham House / Plaza Mayor,6,2,3,3,131,2,1125,0,0,0,13,13,87,9,9,9,9,10,9,0.91,madrid,2021-02-09,1,0,2,invierno
31484437,Bright room with a balcony in vibrant Lavapies,2,1,1,3,35,1,1125,0,17,46,156,3,100,10,10,10,10,10,10,0.37,madrid,2019-09-19,1,0,9,verano
15803693,En el oasis de la ciudad,4,1,2,2,65,2,30,28,58,88,178,16,85,10,9,10,10,10,9,0.47,valencia,2019-09-01,1,0,9,verano
3691867,Apto.con vistas a la Puerta del Sol,6,1,2,4,100,1,1125,16,34,45,320,225,96,10,10,10,10,10,10,5.37,madrid,2018-01-17,1,0,1,invierno
31965245,Bonito Alojamiento con terraza - WIFI gratis (F1),2,1,1,1,47,1,1125,30,60,90,360,17,94,9,9,9,10,9,9,0.92,valencia,2020-08-30,0,1,8,verano
13385644,APARTAMENT TURISTIC 32 GRAN VIA CENTRO PUERTA SOL,2,1,1,1,45,1,1124,2,23,53,328,117,85,9,9,9,10,10,9,4.32,madrid,2018-09-11,0,1,9,verano
13806026,Cozy Double Bedroom,2,2,1,1,45,3,1125,29,45,75,159,53,91,9,10,10,10,10,9,1.31,barcelona,2019-11-09,1,0,11,otoño
18647730,Letsgo Spacious Eixample Aprtm. + private terrace!,4,1,2,3,90,31,360,0,0,0,0,3,73,7,9,7,9,9,5,0.17,barcelona,2018-12-10,0,1,12,otoño
16001177,"Luminoso  Piso en Legazpi, (Matadero )",5,1,2,3,60,2,1125,6,9,19,237,138,91,9,9,10,10,9,9,4.93,madrid,2019-03-08,0,1,3,invierno
36818574,"Puerta 7 of Denia 68 in Ruzafa, Valencia!",3,1,1,1,60,2,31,25,55,85,157,19,97,10,10,10,10,10,10,3.96,valencia,2019-12-31,0,1,12,otoño
17797538,Madrid Centro apartamento con Wifi,4,1,1,3,29,2,1125,26,36,62,331,79,87,10,9,10,9,9,9,2.21,madrid,2020-03-17,0,1,3,invierno
9675384,"Dover 11, Friendly Rentals",9,3,5,9,127,1,27,3,3,3,3,79,89,9,9,8,9,9,9,1.76,barcelona,2019-10-16,0,1,10,otoño
40197511,Cosy Fully Renovated Room - Sagrada Familia,1,1,1,1,14,25,25,0,0,19,19,28,99,10,10,10,10,10,10,2.02,barcelona,2021-01-12,1,0,1,invierno
8893111,Apartment 3 RuzafaRooms Valencia,8,1,3,8,195,2,1124,0,0,0,120,15,79,9,9,9,9,9,8,0.28,valencia,2020-05-31,0,1,5,primavera
23066673,YH9/2-Suissa|Bright & comfy apartment in Barcelona,2,1,1,0,100,32,333,0,0,0,272,2,80,8,10,10,9,9,10,0.09,barcelona,2020-04-16,0,1,4,primavera
26366403,COSY BEDROOM IN FRIENDLY HOME/ CHAMBRE CONFORTABLE,2,1,1,1,21,1,1125,0,0,0,0,64,95,10,10,10,10,9,10,2.86,barcelona,2020-08-24,1,0,8,verano
21455792,L,4,1,2,3,90,365,1125,0,0,0,42,8,83,9,9,9,9,9,9,0.28,madrid,2020-02-18,1,0,2,invierno
19046214,Habitación Individual en el centro de Barcelona,1,2,1,1,15,4,1125,29,59,89,197,104,91,10,9,10,10,10,9,3.08,barcelona,2020-04-16,1,0,4,primavera
24348022,Double room & private toilet near Sagrada Familia,2,2,1,1,29,2,7,19,19,19,19,14,99,10,10,10,10,10,10,3.93,barcelona,2018-08-14,0,1,8,verano
33264292,LARGE SUITE A LOT OF PRIVACY PRIVATE BATHROOM,2,1,1,1,60,1,5,17,18,18,18,4,90,10,10,10,10,10,9,2.55,barcelona,2019-06-07,1,0,6,primavera
35274834,Central apartment in Madrid,3,1,1,2,94,1,30,20,50,74,74,8,75,8,8,10,10,9,8,2.0,madrid,2019-11-09,0,1,11,otoño
763176,"ROOM CENTRIC, PERFECT for CITY VISITORS",2,2,1,1,24,4,35,0,0,2,2,435,98,10,10,10,10,10,10,5.36,barcelona,2019-07-10,0,1,7,verano
20491478,Cozy room center of Madrid/Habitación privada,2,1,1,1,33,2,1125,0,0,0,55,25,98,10,10,10,10,10,10,1.19,madrid,2019-06-07,1,0,6,primavera
31031935,2 BEDROOMS 2 BATHROOMS CENTRE MADRID (SOL),5,2,2,3,120,2,1125,28,29,29,29,15,91,10,9,10,10,10,9,2.02,madrid,2019-08-12,0,1,8,verano
22461895,Seafront luxe with terrace and pool II,6,2,2,4,200,1,365,25,55,85,334,6,97,9,10,10,10,9,9,0.6,barcelona,2018-11-07,0,1,11,otoño
15012271,HABITACION PRIVADA HERON CITY,1,1,1,1,20,2,1125,0,17,47,322,2,90,10,10,10,10,10,10,0.13,barcelona,2018-01-17,0,1,1,invierno
6902570,COZY ROOM NEAR SANTS STATION & WIFI,1,1,1,1,15,1,1125,13,43,63,63,51,83,9,9,9,9,9,9,1.5,barcelona,2018-04-12,1,0,4,primavera
4186859,BEAUTIFUL FLAT-CENTRAL-SUNNY-WIFI PORTATIL,4,2,3,2,90,2,30,0,0,0,207,86,93,10,9,10,10,9,9,1.5,valencia,2020-10-24,1,0,10,otoño
18918137,210 Centric Apartment MACBA,8,2,3,6,339,1,1125,23,35,61,324,2,100,10,10,9,9,9,8,0.38,barcelona,2017-08-06,0,1,8,verano
14443970,Pretty Room for two in the heart of Barcelona,2,2,1,1,37,2,1125,0,0,0,0,10,82,9,8,9,8,10,9,0.5,barcelona,2018-04-12,0,1,4,primavera
30549127,"Habitación doble, céntrica y luminosa",2,1,1,1,40,1,1125,0,0,0,0,3,100,10,10,10,10,10,9,0.52,madrid,2019-06-07,0,1,6,primavera
14923468,3-BEDROOM NEAR GRACIA WITH TERRACE,6,2,3,5,296,3,1125,0,23,48,306,22,94,10,9,9,10,10,9,0.82,barcelona,2018-12-10,0,1,12,otoño
26421778,Coqueta habitacion privada playa cabañal,2,1,1,1,23,2,1000,1,20,50,51,77,92,9,10,10,10,10,9,3.19,valencia,2020-06-30,1,0,6,primavera
15179060,Cozy Accommodation Barcelona,5,1,2,5,63,32,1120,0,24,40,295,6,77,9,9,8,9,7,9,0.19,barcelona,2019-05-14,0,1,5,primavera
6410739,Palacete en el centro de Madrid,2,1,1,1,80,1,1125,0,0,0,0,2,100,9,10,10,10,10,9,0.03,madrid,2020-06-13,1,0,6,primavera
9127476,Apartamento. Barrio las Letras.,3,1,1,2,75,4,1125,10,15,26,106,75,94,10,9,10,10,10,9,2.3,madrid,2018-10-10,0,1,10,otoño
23662297,Flats Friends Nave 3 bedrooms for 8,8,2,3,5,70,1,1125,4,11,25,179,7,86,10,9,10,10,10,9,0.54,valencia,2020-01-31,0,1,1,invierno
7166650,Apartamento situado en principe pío,6,2,2,4,120,2,1125,0,0,0,227,50,90,9,9,10,10,10,9,1.35,madrid,2019-01-14,1,0,1,invierno
3907905,Habitacion doble en Sagrada Familia,3,1,1,2,49,1,1125,30,60,90,365,6,53,7,5,7,6,8,5,0.31,barcelona,2017-03-06,1,0,3,invierno
24228191,Cozy room Barcelona Downtown,2,1,1,1,59,3,1125,13,43,49,139,6,100,10,10,10,10,10,10,1.48,barcelona,2018-10-10,1,0,10,otoño
40315388,Double bedroom/Private bathroom,2,1,1,2,90,1,15,23,42,72,89,26,97,10,10,10,10,10,10,7.8,barcelona,2020-03-16,1,0,3,invierno
22985103,Great Room for 4 people over Gran Via street,4,0,1,2,30,1,1125,0,0,0,0,41,94,10,10,10,10,10,10,1.72,madrid,2020-07-17,1,0,7,verano
23595865,Piso barrio Eixample Esquerra 95 metros.,1,2,1,1,45,3,20,23,41,60,60,8,97,10,10,10,10,9,10,0.55,barcelona,2019-05-14,1,0,5,primavera
2436237,Comte Urgell Barcelona,5,2,3,4,100,3,1125,0,0,0,16,139,87,9,9,9,9,9,9,1.83,barcelona,2020-06-13,0,1,6,primavera
13629014,Nice individual room and friendly flat,1,1,1,1,27,5,28,12,12,12,12,8,71,8,8,9,9,9,8,0.59,barcelona,2017-08-06,0,1,8,verano
1273077,DOUBLE ROOM. Bright and spacious,2,1,1,1,45,3,1125,0,0,1,260,42,97,10,10,10,10,10,10,0.62,barcelona,2019-05-14,0,1,5,primavera
19501324,Amazing and bright apartment to enjoy Madrid,4,1,2,2,100,2,1125,18,48,71,157,30,97,10,10,10,10,10,9,2.39,madrid,2018-07-10,0,1,7,verano
14139837,Habitación doble en suite excelente ubicación,2,1,1,1,29,1,1125,3,33,63,153,54,93,9,9,9,9,10,9,1.69,valencia,2019-03-31,1,0,3,invierno
19310690,"Central private room and bathroom, sunny terrace !",2,1,1,1,60,1,10,1,10,29,222,13,100,10,10,10,10,10,10,5.0,barcelona,2017-09-12,0,1,9,verano
21722008,One bedroom with lovely balcony next Plaza España,4,1,1,2,161,1,1125,23,53,83,358,4,80,10,10,9,10,10,9,2.18,barcelona,2018-12-10,0,1,12,otoño
738837,"Agradable, funcional y luminoso (Tirso, La Latina)",3,1,1,2,48,3,120,1,12,27,27,79,92,9,9,9,10,9,9,1.45,madrid,2018-04-12,1,0,4,primavera
1624014,Beautiful apartment to Enjoy the real Barcelona,6,2,3,5,160,3,90,16,46,76,334,141,91,9,9,10,10,9,9,1.98,barcelona,2020-02-16,0,1,2,invierno
35503751,"Well Connected Cozy, Beautiful Room Heart Madrid..",2,1,1,1,30,1,1125,6,36,66,341,3,100,10,10,10,10,10,10,0.9,madrid,2019-09-19,0,1,9,verano
865387,"Great apartment, city centre, cozy",2,2,1,1,31,2,11,0,0,0,0,39,92,10,9,10,10,10,9,1.18,madrid,2020-01-10,1,0,1,invierno
6542779,Madrid City Center. Quiet and bright.,4,2,1,2,100,30,1124,1,1,1,138,69,98,10,10,10,10,10,10,1.14,madrid,2020-05-14,1,0,5,primavera
22549513,"4""COZY ROOM""+¡CAMP NOU!",2,1,1,1,25,1,7,26,56,86,86,9,95,9,10,10,9,10,10,1.51,barcelona,2018-08-14,1,0,8,verano
27929937,Modern Apartment Room Private Bathroom and Balcony,2,1,1,2,33,2,4,29,59,89,364,13,98,10,10,10,10,10,10,0.56,madrid,2020-08-25,0,1,8,verano
20568286,New apartment in trendy Malasaña area,2,1,1,1,60,1,1125,0,0,0,0,49,100,10,10,10,10,10,10,2.91,madrid,2019-01-14,1,0,1,invierno
12400956,APARSOL  ÁTICO 203,7,1,2,6,73,1,10,8,30,30,30,45,90,9,9,9,9,10,9,1.52,madrid,2018-10-10,0,1,10,otoño
10081378,Comfortable Room with bath for  1 or 2 people.,2,1,1,2,26,1,1125,0,0,0,0,9,95,10,10,10,10,9,10,0.17,madrid,2021-01-12,1,0,1,invierno
21362670,Plaça Espanya,2,2,1,1,40,2,1125,0,25,55,55,2,100,10,10,10,10,10,10,1.09,barcelona,2017-12-09,1,0,12,otoño
3634997,"Elegant Apt in Eixample, near Paseo de Gracia",12,2,6,9,300,2,300,11,19,19,147,34,83,8,9,10,9,9,8,0.74,barcelona,2018-05-14,0,1,5,primavera
15628078,ATIC BCN CENTRAL TERRACE,4,1,2,2,155,1,1125,8,23,49,155,2,60,7,7,7,6,8,6,0.19,barcelona,2019-04-10,0,1,4,primavera
28323578,# Romántic room,2,1,0,1,33,3,1125,11,36,52,301,52,93,10,9,10,10,10,10,4.02,barcelona,2019-10-16,0,1,10,otoño
3269446,SINGLE ROOM IN A BEAUTIFUL APPARTMENT,1,1,1,1,25,3,1125,0,0,0,0,1,100,10,10,10,10,10,10,0.05,barcelona,2019-06-07,0,1,6,primavera
27464845,One-Bedroom Apartment - Roisa Suites,4,1,1,3,500,1,1125,0,0,16,291,2,80,8,10,7,8,10,7,0.11,madrid,2020-04-17,0,1,4,primavera
11255910,FROM MADRID TO HEAVEN!,6,2,2,3,89,1,1125,2,15,26,273,147,97,10,10,10,10,10,10,5.81,madrid,2018-04-12,0,1,4,primavera
638009,Barcelona/Poblenou: Sun & Culture,2,2,1,1,30,2,14,28,47,77,336,90,97,10,10,10,10,10,10,0.93,barcelona,2020-11-06,0,1,11,otoño
14107150,Cozy apartment Port Vell,4,1,3,3,74,32,250,0,0,0,0,1,100,10,10,10,10,10,10,0.05,barcelona,2019-12-10,1,0,12,otoño
23282173,Barcelona Super Central Apartment,4,1,1,3,82,6,1125,0,0,1,97,50,99,10,10,10,10,10,10,3.45,barcelona,2019-05-14,0,1,5,primavera
32659314,Piso con encanto en Benimaclet,3,1,2,2,145,2,1125,30,60,90,365,2,90,9,8,10,10,10,10,1.3,valencia,2019-05-01,0,1,5,primavera
17132303,LOW COST ROOM,1,1,1,1,16,2,90,1,5,35,125,10,98,10,10,10,10,9,10,1.02,madrid,2018-01-17,1,0,1,invierno
2401712,Double room in Barcelona center,2,1,1,1,22,2,20,19,47,65,340,109,87,9,10,9,9,9,9,2.96,barcelona,2017-03-06,1,0,3,invierno
4508556,CUTE SAGRADA FAMILIA HUTB-008002,5,1,2,5,180,3,1125,2,10,24,179,113,90,9,9,9,10,10,9,2.36,barcelona,2019-04-10,0,1,4,primavera
23398301,Apartamento con encanto,4,1,1,1,45,2,1125,12,36,66,66,4,100,10,10,10,10,9,10,1.67,madrid,2018-05-14,1,0,5,primavera
13814652,Comfortable room with terrace in Barrio Salamanca,1,2,1,1,29,1,30,0,0,0,0,5,92,9,8,10,10,10,9,0.62,madrid,2017-03-06,1,0,3,invierno
15053593,Magnificent apartment in the center of Madrid.,5,1,3,3,100,1,365,18,40,66,66,18,98,9,9,10,10,10,10,2.92,madrid,2017-04-08,1,0,4,primavera
26442547,CARRETAS - Unique Penthouse with terrace❤PuertadelSol*LUXURY*,6,1,3,3,118,1,1125,12,25,55,105,14,99,10,10,10,10,10,10,3.41,madrid,2018-11-07,0,1,11,otoño
1103288,Charming 2BR apt with 2 terraces,5,1,2,5,85,7,45,0,0,0,0,2,90,7,7,10,10,10,8,0.09,barcelona,2018-05-14,1,0,5,primavera
16501647,Apartamentos Plaza de la Virgen,5,1,2,3,60,2,100,10,24,42,254,1,100,10,10,10,10,10,10,0.04,valencia,2019-05-31,1,0,5,primavera
16386018,HomeRentalsMadrid Centro ATICO 41 WiFi&AC,4,1,0,2,55,3,92,23,44,74,349,32,94,10,10,10,10,10,10,1.45,madrid,2018-11-07,0,1,11,otoño
28349493,Lugaris Rambla Apartamento Familiar,5,2,2,3,77,1,1125,22,49,79,349,1,100,8,10,10,10,8,10,0.15,barcelona,2019-04-10,0,1,4,primavera
5131206,"WIDE, SUNNY AND CENTRALLY SITUATED",7,2,4,7,95,3,15,3,3,3,37,111,93,10,10,10,10,9,9,2.6,barcelona,2018-09-11,1,0,9,verano
26756528,Habitación a 5m de la playa,2,2,1,1,41,2,90,14,39,69,153,56,95,9,10,9,9,10,9,2.89,barcelona,2020-02-16,1,0,2,invierno
38173104,Double Room in a Beautiful and Centric Location,2,2,1,1,48,2,6,12,31,61,61,1,100,10,10,10,10,10,10,1.0,barcelona,2019-09-17,0,1,9,verano
18881347,2 dormitorios General Oraá MADHOMERENTS WIFI-AC,4,1,2,2,115,2,1125,20,48,78,353,8,98,10,10,9,10,10,10,0.76,madrid,2018-05-14,0,1,5,primavera
19154124,2528 - AB Gràcia Park Güell 3-1 - Amazing 2-Bedroom Apartment near Park Güell with Lots of Natural Light,6,2,2,4,77,3,31,10,30,46,321,11,95,10,9,9,9,9,9,0.74,barcelona,2018-11-07,0,1,11,otoño
29699972,Beautiful & Luxury Apartment centrally-located,8,2,4,6,270,3,1125,7,31,61,313,2,100,10,10,10,10,10,8,0.92,barcelona,2019-06-07,0,1,6,primavera
21760361,El hogar de Pedro,2,1,1,2,26,1,10,6,24,51,51,90,98,10,10,10,10,9,10,3.6,madrid,2019-12-10,1,0,12,otoño
24520266,Apartment near the Historic PORT!!! withTerrace),9,1,2,5,65,1,1125,20,40,68,101,42,91,9,9,10,10,9,9,3.38,valencia,2019-05-01,0,1,5,primavera
16218327,V29 1 habitación céntrica y limpia,2,1,1,1,28,1,1125,19,47,77,167,1,80,10,8,8,8,10,10,0.48,barcelona,2017-03-06,0,1,3,invierno
22366327,Fuencarral City Center,3,1,1,1,112,2,1125,0,17,38,60,8,95,9,10,9,10,10,9,0.52,madrid,2019-04-11,0,1,4,primavera
679547,Cozy single/double room quiet zone,2,2,1,2,21,4,35,0,0,0,0,130,96,10,10,10,10,9,10,1.81,barcelona,2018-10-10,1,0,10,otoño
26155664,Flats Friends Nave 1 bedroom with balcony for 4,4,1,1,2,50,1,1125,11,22,36,290,3,80,10,9,10,10,10,8,0.28,valencia,2019-11-30,0,1,11,otoño
11155742,Nice & Smart 2bd Poble Sec Wifi,5,1,2,4,100,3,1125,8,38,56,56,101,94,10,10,10,10,9,9,3.3,barcelona,2018-10-10,1,0,10,otoño
9745553,BRAND NEW Stylish 2 bedroom Appt. in malasaña,4,2,2,3,189,3,1125,30,60,90,365,58,96,10,9,10,10,10,9,0.99,madrid,2021-01-12,1,0,1,invierno
18763095,Olavide XV,8,2,3,5,93,1,27,0,0,0,231,4,90,10,10,9,9,10,9,0.09,madrid,2019-02-06,0,1,2,invierno
22022914,El Jardín del Ángel Tribulete,10,2,4,7,165,2,1125,30,60,90,180,6,96,10,9,10,10,10,10,0.22,madrid,2020-09-13,0,1,9,verano
36592678,Apartamento luminoso y céntrico,2,2,1,1,42,1,1125,0,0,0,0,23,93,10,9,10,10,10,9,3.14,madrid,2020-02-18,1,0,2,invierno
19354061,Habitación + baño privado + ubicación privilegiada,2,2,1,1,64,1,7,30,60,90,365,24,90,9,9,9,9,8,9,1.22,barcelona,2019-02-06,0,1,2,invierno
19115782,Cozy & Bright room in apartment close to the beach,2,1,1,1,60,1,1125,12,17,47,53,21,92,9,10,10,10,9,9,1.63,barcelona,2018-07-10,1,0,7,verano
7262469,Habitación doble en Poble Sec,2,1,1,1,38,1,1125,0,0,0,0,1,20,2,2,4,6,10,2,0.05,barcelona,2017-04-08,1,0,4,primavera
18253375,SOL **Stunning Duplex Attic**,10,3,4,6,233,1,1125,14,27,47,126,36,96,10,10,10,10,10,9,3.04,madrid,2018-04-12,0,1,4,primavera
6344056,VERY CENTER SANT ANTONI UNIVERSIDAD,4,1,2,2,39,3,1125,3,28,54,316,38,90,9,9,9,10,9,9,1.93,barcelona,2017-01-04,1,0,1,invierno
16486504,"Bright, stylish, balcony, near the Sagrada Familia",4,2,2,3,150,2,29,12,20,45,315,1,100,10,10,10,10,10,10,0.08,barcelona,2019-07-10,0,1,7,verano
1156223,Barcelona Loft Story.,2,2,1,1,145,3,1125,1,13,32,165,45,95,10,10,10,10,9,9,0.88,barcelona,2017-08-06,1,0,8,verano
