apartment_id,name,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,city,insert_date,bookable_False,bookable_True,mes,Estacion
19941235,NEW FLAT IN PALACIO 3 !!,4,1,1,2,89,1,140,0,0,0,0,14,97,10,10,10,10,10,10,0.59,madrid,2019-07-10,0,1,7,verano
3445805,Apartamento nº 2 Puerta del Sol,2,1,0,1,69,4,1125,29,59,89,364,6,97,9,9,10,10,9,10,0.14,madrid,2019-01-14,1,0,1,invierno
11545511,"Pebralbes,tu habitación con pecera!",2,1,1,1,48,1,1125,5,9,39,314,12,97,10,10,10,10,10,10,0.84,barcelona,2017-06-05,1,0,6,primavera
21878248,Cosy 2 bedrooms near metro,4,1,2,4,48,4,1125,7,13,30,90,2,90,6,9,10,9,8,10,2.0,barcelona,2018-01-17,1,0,1,invierno
2729680,Enjoy & Vive Barcelona,6,2,2,4,110,3,1125,8,18,28,273,50,92,10,10,10,10,9,9,1.38,barcelona,2017-04-08,1,0,4,primavera
1196332,Rocafort 1 Apartment,4,1,2,3,85,3,730,11,18,23,102,27,71,7,7,9,9,9,8,0.52,barcelona,2019-07-10,0,1,7,verano
2690646,Bedroom of a Pop Star,2,1,1,4,39,2,7,24,30,41,290,19,87,9,9,9,10,10,9,0.59,valencia,2020-01-31,1,0,1,invierno
38506767,Central double room,2,1,0,1,55,2,33,19,49,75,183,13,94,10,9,10,10,10,10,3.71,barcelona,2020-02-16,0,1,2,invierno
40481541,Room with two bedrooms for 6 people Gothic Quarter,6,1,2,3,50,1,1125,0,0,0,0,27,85,9,9,9,9,10,9,5.16,barcelona,2020-05-11,0,1,5,primavera
41282019,Comoda habitación para descansar,2,2,1,1,15,1,1125,0,29,59,334,7,83,9,10,9,10,10,9,0.74,barcelona,2020-10-12,0,1,10,otoño
2207960,"Madrid, Atocha",1,1,1,1,58,1,1125,30,60,90,365,113,92,9,9,10,10,10,9,1.75,madrid,2021-01-12,1,0,1,invierno
30876570,En suite room with private bathroom and closet,2,1,1,1,88,2,1125,30,60,90,91,9,98,10,10,10,10,9,9,0.76,barcelona,2020-02-16,0,1,2,invierno
2967668,Gaudí - Sagrada Familia,4,1,2,3,105,3,1125,13,43,73,348,41,97,10,10,10,10,10,9,0.97,barcelona,2017-12-09,0,1,12,otoño
23744119,MAGNIFICENT FLOOR ZONE CENTER,6,2,3,5,35,1,1125,30,53,71,166,75,94,10,10,10,10,9,9,2.97,valencia,2020-04-28,0,1,4,primavera
3107710,1563 - AB Plaça Espanya 2-1 - Classy 3-Bedroom Eixample Apartment near Plaça d´Espanya,6,2,3,6,77,2,330,9,34,64,339,11,80,8,9,8,8,9,8,0.38,barcelona,2018-11-07,0,1,11,otoño
4688048,Cozy DBL Room Barcelona CENTER,2,3,1,1,35,3,1120,1,1,1,1,108,86,9,9,9,10,10,9,2.01,barcelona,2019-06-07,0,1,6,primavera
10795353,Modern apartment close to Retiro,4,1,1,2,90,2,1125,17,47,77,77,97,95,10,10,10,10,10,9,2.19,madrid,2020-01-10,1,0,1,invierno
18723929,Amazing room private bathroom,5,1,1,3,65,1,6,1,1,1,1,13,95,10,10,10,10,10,10,0.59,madrid,2020-02-18,0,1,2,invierno
41576823,Cozy Estudio Sants,4,1,0,2,300,1,1125,29,59,89,270,2,90,10,10,10,10,9,9,2.0,barcelona,2020-02-16,0,1,2,invierno
1514062,Gran Atocha,6,2,3,4,113,3,1125,23,32,43,43,14,91,9,9,10,10,9,10,0.6,madrid,2017-03-06,0,1,3,invierno
5337674,Luxury 2-bed Apartment Arc de Triomf,4,1,2,3,99,3,300,14,29,53,295,204,96,10,10,10,10,10,9,3.85,barcelona,2019-08-12,1,0,8,verano
79755,3Br-2bath-AC Full 5 stars reviews!,5,2,3,4,110,3,365,9,10,10,10,189,98,10,10,10,10,10,10,2.34,barcelona,2017-12-09,0,1,12,otoño
6103525,Piso bonito en barrio tranquilo,4,1,3,2,30,20,65,0,0,0,0,1,100,10,10,10,10,10,10,0.04,barcelona,2017-11-13,1,0,11,otoño
27418907,Bastardo Hostel - 6 Bed Dorm,6,1,1,6,77,1,1125,26,56,86,336,2,100,10,8,10,10,10,10,0.22,madrid,2019-10-16,0,1,10,otoño
20081645,Habitacion con cama de matrimonio en atico,1,1,1,1,20,2,1125,29,59,89,89,18,91,10,9,10,9,9,9,0.43,valencia,2021-01-19,0,1,1,invierno
26831697,Excellent apartment 10 minutes from the centre.,4,1,1,2,66,2,1125,0,0,0,0,48,95,10,10,10,10,9,10,2.55,madrid,2020-07-17,1,0,7,verano
25309225,1 BED in a 10 people Dorm  in Itaca Hostel,1,2,1,10,37,1,10,27,57,87,362,3,100,10,10,10,10,10,9,0.4,barcelona,2020-08-24,0,1,8,verano
26375868,PENTHOUSE DOUPLEX 2 TERRACES BEST LOCATION,8,2,4,5,240,3,1125,8,18,33,296,61,97,10,10,10,10,10,10,4.11,barcelona,2019-10-16,0,1,10,otoño
29151044,Amplia habitación doble con balcón en Malasaña,2,1,1,1,35,2,1125,0,0,0,0,1,100,10,10,10,10,10,10,0.11,madrid,2019-08-12,0,1,8,verano
7155428,AMPLIO Y LUMINOSO WIFI Y 2BALCONES,4,2,2,3,70,3,50,18,36,61,336,64,90,9,9,10,10,10,9,3.12,madrid,2017-04-08,1,0,4,primavera
20598165,Apartamento Coqueto en Zona Centro,4,1,1,1,51,1,1125,9,30,60,142,22,90,9,8,9,10,9,9,1.65,madrid,2018-11-07,0,1,11,otoño
24514035,Sunny & Zen Apartment near Magic Fountain,3,2,2,2,77,24,180,0,0,0,0,4,100,10,10,9,8,10,9,0.2,barcelona,2020-09-12,1,0,9,verano
21444447,YOUR PERFECT NEW 2B/ROOMS APMENT HEART MADRID,6,1,2,2,80,3,90,0,6,36,36,10,98,10,10,10,10,10,9,3.75,madrid,2018-01-17,0,1,1,invierno
37487844,Room in Valencia ( 2 persons ),2,1,1,1,10,3,90,30,60,90,176,47,93,9,9,10,10,9,9,3.06,valencia,2020-11-10,0,1,11,otoño
38921350,Great apartment in most central neighborhood,8,1,2,6,60,1,1125,29,59,89,358,10,94,10,10,10,10,10,10,0.91,madrid,2020-08-25,0,1,8,verano
18679105,Habitacion bonita en el Born,2,2,1,1,65,4,21,30,60,90,90,6,83,8,9,9,8,10,8,1.36,barcelona,2017-10-07,0,1,10,otoño
12090952,Barrio Gótico de Barcelona,2,1,1,1,70,2,6,5,35,65,65,1,100,10,10,10,10,10,10,0.32,barcelona,2017-06-05,1,0,6,primavera
10763645,Appartment Barcelona Olimpic Beach,6,2,3,4,195,4,1125,4,20,25,254,24,90,10,9,10,9,9,8,0.92,barcelona,2018-04-12,1,0,4,primavera
8110333,Apartment in Barcelona [1],16,3,5,13,77,2,1125,17,37,56,311,22,85,9,9,10,9,10,8,1.34,barcelona,2017-05-07,0,1,5,primavera
7696397,Cozy flat in the city centre,2,1,1,1,200,1,1125,0,0,0,0,6,100,10,10,10,10,10,10,0.29,barcelona,2017-05-07,1,0,5,primavera
7173003,Cozy room for 4 persons city center,4,2,1,2,15,1,1125,30,54,81,356,59,80,9,8,9,9,9,9,1.93,barcelona,2018-01-17,1,0,1,invierno
10563232,Big Double room in front of Retiro,2,1,1,1,36,2,1125,0,0,0,0,32,98,10,10,10,10,10,10,0.92,madrid,2019-01-14,1,0,1,invierno
18561457,Habitación a 5 min de Plaza de España,2,1,0,1,40,2,10,0,0,0,0,1,100,10,10,10,10,10,10,0.06,madrid,2018-12-10,0,1,12,otoño
13331352,NICE AND COZY DOUBLE ROOM,2,1,1,1,35,2,10,13,40,40,40,40,91,9,9,10,10,10,9,3.09,barcelona,2017-07-06,1,0,7,verano
3240744,"Double Room, Center city",1,1,1,1,44,1,1125,22,52,82,357,187,87,9,9,9,10,9,9,3.42,barcelona,2018-12-10,0,1,12,otoño
5792576,"Top Location for BCN coolture/tapas, near FIRA MWC",3,1,1,1,69,4,1124,18,45,75,217,144,96,10,10,10,10,10,10,3.39,barcelona,2018-10-10,0,1,10,otoño
28047743,Estudio en malasaña,2,1,0,1,45,2,1125,0,0,0,0,6,90,10,10,10,10,10,9,1.05,madrid,2019-04-11,1,0,4,primavera
39937428,Apartamento 2 Habitaciones,2,1,2,2,45,2,1125,7,35,65,232,16,90,9,10,10,9,10,9,1.25,madrid,2021-01-12,0,1,1,invierno
13839516,"Ático 60m 1 hab, 1 Baño y balcón, Barcelona centro",2,1,1,2,74,32,1125,27,57,87,362,1,100,10,10,10,8,10,10,0.03,barcelona,2019-09-17,1,0,9,verano
24548507,Luminous apt. at 10 min the BEACH 3 min the PORT,4,3,3,3,58,4,1125,30,60,90,158,19,92,9,9,10,10,9,9,0.6,valencia,2021-01-19,1,0,1,invierno
18802616,"Awesome Chueca Hortaleza , fully renovated !!",2,1,1,1,85,4,180,14,30,60,143,71,97,10,10,10,10,10,10,4.01,madrid,2018-11-07,0,1,11,otoño
35901822,Habitación de Oporto,2,2,1,1,17,1,1125,0,0,0,0,15,91,10,8,9,10,10,9,1.52,madrid,2020-04-17,0,1,4,primavera
3275634,Palacete en el centro de Valencia!!,10,3,5,10,77,1,1125,30,60,90,365,4,73,8,9,10,9,7,7,0.08,valencia,2020-02-29,1,0,2,invierno
21722004,Luxury 3 bedroom 2 bathroom,6,2,3,6,311,1,1125,4,21,44,251,75,94,10,9,9,9,10,9,1.55,barcelona,2019-08-12,0,1,8,verano
17361082,Gracia apartment ideal for families,4,1,2,3,45,32,1125,30,60,90,365,2,90,9,5,9,10,8,8,0.19,barcelona,2019-02-06,0,1,2,invierno
23796558,Mainroom at great Barcelona location,3,2,1,1,40,4,1124,23,44,44,44,6,77,8,7,9,8,10,9,1.96,barcelona,2018-09-11,0,1,9,verano
9602745,MADRID Centro Bº PILAR SAR,3,1,1,2,63,1,1125,0,0,0,0,58,78,9,8,9,8,8,8,1.42,madrid,2019-05-14,0,1,5,primavera
12365164,Habitación en el corazón de Madrid,2,1,1,1,45,1,1125,29,59,89,364,5,88,8,9,10,10,10,8,0.16,madrid,2019-02-06,1,0,2,invierno
17101095,Comfortable flat w/ TERRACE & AC - Sagrada Familia,5,2,3,4,96,5,1125,0,0,0,0,135,97,10,10,10,10,10,10,2.87,barcelona,2021-01-12,1,0,1,invierno
29047407,Alaia 42 - Habitat Apartments,5,1,3,3,254,1,1125,11,23,53,269,16,93,9,9,10,9,9,9,2.18,barcelona,2019-08-12,0,1,8,verano
1332929,5*Super host Apartment+terrace  8 min from Ramblas,4,1,2,2,63,2,1125,1,3,6,9,326,94,10,10,10,10,10,10,4.67,barcelona,2019-04-10,0,1,4,primavera
21721586,Eixample Diagonal amazing 2 bedroom,6,1,2,5,156,1,1125,12,42,72,277,36,92,10,10,9,10,10,9,1.13,barcelona,2021-02-09,0,1,2,invierno
13402260,"Estancia para negocios, estudios  y vacaciones",1,1,1,1,50,2,1125,0,0,0,0,20,94,10,10,10,9,9,9,1.24,barcelona,2017-10-07,1,0,10,otoño
5996208,"Diagonal Mar, 12 min-centre, 4 p,  balcony, fr. p!",4,1,2,4,24,31,1125,30,60,90,332,162,85,9,9,9,9,8,9,2.69,barcelona,2020-05-11,0,1,5,primavera
27973705,STYLISH APARTMENT:  2 BEDROOMS | WiFi + A/C,4,1,2,3,60,1,1125,8,27,54,329,45,86,9,8,9,10,9,9,5.53,madrid,2019-05-14,0,1,5,primavera
1263442,Joan's flat.,6,1,3,6,90,2,1125,0,0,0,120,46,85,9,9,10,9,9,8,1.0,barcelona,2017-06-05,1,0,6,primavera
34444428,New Luxury Apartment Atocha 4 Pax,4,2,1,2,60,3,1125,30,60,90,106,9,98,9,9,10,10,9,10,0.92,madrid,2020-03-17,0,1,3,invierno
1005819,Wonderful Room with Balcony in Sagrada Familia,2,1,1,1,50,2,365,27,57,87,362,3,93,9,10,10,9,9,10,0.05,barcelona,2018-08-14,1,0,8,verano
21909420,"Gran Via Corts Catalanes, 662 1 1 C",5,2,2,3,190,1,1125,8,22,48,269,1,80,8,4,10,10,10,10,0.4,barcelona,2018-05-14,0,1,5,primavera
7978189,Para gente de mar - 38.1 pies,6,1,3,3,150,1,1125,27,57,87,362,4,100,10,10,10,10,10,10,0.12,barcelona,2019-12-10,0,1,12,otoño
19916745,Apartamento PLZ. E.,6,1,3,4,80,2,28,13,42,72,252,2,100,10,10,10,10,10,10,0.23,madrid,2019-06-07,1,0,6,primavera
12382863,Cozy and spacious room in BCN,2,1,1,1,50,2,1125,0,0,10,285,20,87,9,9,9,9,9,8,2.21,barcelona,2017-02-09,1,0,2,invierno
25069670,Budget -WiFi- Small cute apartment in Lavapies,3,1,1,2,43,1,1125,30,60,90,180,56,92,10,9,10,10,10,9,1.86,madrid,2020-11-06,1,0,11,otoño
30907256,Stylish 2-bedroom apartment just by the CENTER,6,1,2,4,85,3,1125,17,47,77,227,33,95,9,10,10,10,10,10,2.84,madrid,2019-12-10,0,1,12,otoño
27283190,Habitación con vistas a MONTJUIC  para dos.,2,1,1,2,45,2,1125,24,54,84,84,5,88,9,10,9,9,9,8,5.0,barcelona,2018-09-11,0,1,9,verano
18751940,New Apartment in main downtown Valencia,4,1,2,3,65,1,360,9,21,40,270,15,99,10,10,10,10,10,10,0.52,valencia,2019-11-30,0,1,11,otoño
38572695,Hermoso apartamento muy amplio en el centro-20%OFF,3,1,1,1,60,5,1125,30,60,82,82,1,100,10,10,10,10,10,8,1.0,barcelona,2019-10-16,0,1,10,otoño
7655260,DÚPLEX 16 alt. Junto Metro La Pau,2,1,1,1,30,3,31,29,54,84,359,121,89,9,9,10,10,9,9,2.05,barcelona,2020-06-13,1,0,6,primavera
21648467,2003 - AB Plaça Espanya 4-3 - Nice 3-Bedroom Eixample Apartment near Plaça d´Espanya,6,1,3,6,350,2,330,4,8,28,303,9,64,7,8,8,7,9,6,0.54,barcelona,2019-06-07,0,1,6,primavera
32828300,"Single Room, Barcelona Old Town Excellent location",1,1,1,1,40,3,1125,18,19,19,149,14,83,9,8,9,9,10,9,4.12,barcelona,2019-07-10,1,0,7,verano
17579529,Apartamento Plaza de Toros Ventas Madrid,4,1,1,3,60,4,1125,0,0,0,261,11,92,9,9,10,10,9,9,0.37,madrid,2019-09-19,1,0,9,verano
595055,ROOM DUPLEX-ATICO NEAR MADRID RIO,1,2,1,1,24,2,1125,0,16,16,152,17,94,10,9,10,10,10,9,0.21,madrid,2019-05-14,1,0,5,primavera
13824037,Luxury 4 Bedroom with La Pedrera Views,8,3,4,6,499,2,1125,12,27,37,246,11,98,10,10,10,10,10,10,0.38,barcelona,2019-02-06,0,1,2,invierno
12910968,GREAT ROOM IN MADRID & WIFI,2,1,1,1,23,1,1125,23,53,83,358,108,88,9,9,10,10,9,9,3.56,madrid,2018-11-07,0,1,11,otoño
10926925,Apartamento de diseño en La Latina,2,1,1,1,70,2,20,15,45,75,350,9,78,9,7,8,9,10,8,0.21,madrid,2020-03-17,1,0,3,invierno
11535966,COSY AND WARM ATIC IN THE CENTER,4,2,1,2,60,1,1125,30,50,63,317,173,96,10,10,10,10,10,10,3.52,valencia,2020-05-31,1,0,5,primavera
25723928,Apartamento al lado de la Marina Real y la playa,5,1,3,4,100,1,1125,29,49,61,330,9,84,9,8,10,9,9,8,0.4,valencia,2020-05-31,0,1,5,primavera
16074375,Lavapiés flat in Madrid city centre,4,1,2,3,84,2,1125,0,0,0,104,271,97,10,9,10,10,10,10,5.42,madrid,2021-01-12,0,1,1,invierno
5837003,Beautiful/Spacious flat BCN Center,10,2,2,6,112,4,1124,5,26,52,150,214,93,10,9,10,10,10,9,3.89,barcelona,2019-10-16,1,0,10,otoño
23384964,ApartUP Francia Contemporary. WiFi + Pool + AACC,4,1,1,2,55,1,1125,24,54,84,147,3,100,10,10,10,10,10,10,0.2,valencia,2019-09-30,0,1,9,verano
23452584,Lovely and New 2 Bed apartment in the city centre,7,2,2,3,65,1,1125,21,48,78,349,41,88,9,9,10,9,10,9,2.33,madrid,2019-08-12,0,1,8,verano
20304887,Large and Comfortable Flat Next to Retiro Park,8,3,4,5,125,3,1125,12,24,44,44,12,97,10,10,10,10,10,10,5.0,madrid,2018-04-12,0,1,4,primavera
22275920,Dos habitaciones con baño y patio en zona Centro.,4,1,2,2,65,2,5,30,60,90,365,1,100,10,8,10,10,10,10,1.0,madrid,2018-01-17,1,0,1,invierno
23891218,CABANYAL 301,4,1,1,2,50,1,1125,25,55,83,358,3,87,9,9,10,10,9,9,0.32,valencia,2019-09-30,0,1,9,verano
9306092,QUIET PENTHOUSE GRAN VIA MADRID CHUECA SQUARE!,4,1,1,2,71,1,1125,14,30,60,335,62,95,10,10,10,10,10,10,2.4,madrid,2018-04-12,1,0,4,primavera
1967758,Cosy apartment 10min walk to the beach!,4,1,1,2,200,2,30,3,12,21,59,5,75,9,8,8,9,9,7,2.27,barcelona,2017-06-05,1,0,6,primavera
19362573,"Apartamento Avenida Ilustración, Madrid.",2,1,1,1,45,4,30,4,17,17,84,43,98,10,10,10,10,9,10,1.66,madrid,2019-08-12,0,1,8,verano
7968185,BED IN LOVELY MIXED 4P DORMITORY BARCELONA CENTER,4,1,1,1,25,1,1125,30,60,90,365,6,90,9,10,10,10,10,9,0.25,barcelona,2018-02-07,1,0,2,invierno
21976850,Modern flat Rambla,2,1,0,1,50,3,1125,5,13,35,300,1,100,10,10,8,10,10,10,0.91,barcelona,2018-01-17,1,0,1,invierno
36307556,Atocha & Reina Sofia's Apartment,5,1,2,2,33,1,1125,12,38,68,180,10,78,8,9,7,8,10,8,3.41,madrid,2019-11-09,0,1,11,otoño
14913422,Apartamento S. Bernardo,4,1,2,3,120,2,1125,16,39,67,337,7,97,9,9,10,10,10,10,1.0,madrid,2017-04-08,0,1,4,primavera
11842081,Sofa Bed in the center of madrid,2,1,1,1,20,2,5,0,0,0,0,44,94,10,9,10,10,10,9,1.34,madrid,2018-12-10,0,1,12,otoño
977631,Cheap Apartament Center Barcelona,4,1,1,1,60,1,1125,4,16,46,164,141,92,9,9,9,10,9,9,2.87,barcelona,2017-05-07,0,1,5,primavera
6820509,Cercano al centro y al aereopuerto,2,1,1,1,28,3,30,16,46,76,351,37,90,9,9,9,9,9,9,1.85,barcelona,2017-02-09,0,1,2,invierno
12337420,Habitación cama doble baño huespede,1,2,1,1,25,5,1125,0,24,54,54,6,95,10,10,10,9,10,10,0.36,barcelona,2017-10-07,1,0,10,otoño
25768915,Renovated apartment next to Plaza de España,4,1,1,1,60,3,1124,13,39,69,96,7,94,9,9,9,9,10,9,2.66,madrid,2018-09-11,0,1,9,verano
3764496,"Magnífico apartamento nuevo, .Equipado, wify.",2,2,1,3,70,7,60,0,0,0,0,15,87,9,8,10,10,10,9,0.23,madrid,2020-02-18,1,0,2,invierno
13571420,Apartamento nuevo junto a Plaça Espanya y la Fira,4,1,1,1,107,2,1125,17,41,71,172,11,92,10,9,10,10,10,9,0.9,barcelona,2017-11-13,1,0,11,otoño
26094258,Penthouse Luxury in the center .,6,2,2,3,80,3,31,20,50,80,350,36,87,9,9,9,9,10,9,1.47,valencia,2020-06-30,0,1,6,primavera
37588516,LUXURY RETIRO I,4,1,1,3,125,1,1125,7,19,49,317,3,87,9,9,9,9,8,8,0.62,madrid,2020-01-10,0,1,1,invierno
20008263,"Habitación individual ideal bissnes, estudiantes.",1,1,1,1,35,2,1125,10,10,10,10,4,100,10,10,10,10,10,10,0.22,barcelona,2019-02-06,0,1,2,invierno
41528403,"Piso super chulo, Nuevo  en plaza castilla !",4,1,1,1,59,3,1125,6,32,62,62,2,100,10,9,10,10,10,9,2.0,madrid,2020-02-18,0,1,2,invierno
10330171,Precioso apartamento en el centro,4,1,1,2,110,4,30,0,19,21,70,5,96,10,10,10,10,10,10,0.74,madrid,2019-11-09,0,1,11,otoño
34882534,Apartamento grande céntrico new,4,2,4,4,80,2,15,15,29,59,59,2,100,10,10,9,10,10,9,0.9,valencia,2019-07-31,0,1,7,verano
17070772,Art House Floridablanca,8,2,4,6,130,3,1124,17,38,55,314,130,98,10,10,10,10,10,10,3.69,barcelona,2020-01-10,0,1,1,invierno
35063906,"Habitación Doble  exterior , Wifi, playa a 6 km.",2,2,1,1,31,2,30,30,45,45,45,7,91,9,10,9,9,8,9,0.39,barcelona,2020-12-16,0,1,12,otoño
2981928,"Great double room, Rambla Catalunya",2,1,1,1,70,1,15,29,59,89,364,3,90,9,8,10,10,10,9,0.09,barcelona,2018-01-17,1,0,1,invierno
25063330,Apartamento confortable en Atocha,4,1,1,3,70,1,1125,29,59,75,255,150,92,9,9,10,10,10,9,5.99,madrid,2020-06-13,0,1,6,primavera
3770072,Redesigned Apartment with Exclusive Rooftop Terrace,4,1,1,2,100,3,30,0,18,32,283,129,96,10,10,10,10,10,9,2.03,barcelona,2019-11-09,0,1,11,otoño
19838657,Doble habitación centro Barcelona P4,2,2,1,1,40,1,1125,13,43,73,348,34,95,10,10,9,9,10,10,3.38,barcelona,2018-05-14,0,1,5,primavera
1492419,NUEVO APARTAMENTO EN  DIAGONAL MAR,6,1,2,2,110,3,15,12,18,24,293,54,85,9,8,10,9,9,8,1.48,barcelona,2017-05-07,0,1,5,primavera
24035294,Cozy Bunk Beds near SAGRADA FAMILIA (2),2,1,1,2,23,1,1125,10,24,54,78,11,89,9,9,9,9,9,9,4.85,barcelona,2018-06-09,0,1,6,primavera
19528420,Apartamento junto al Oceanografic.,6,3,3,4,140,2,1125,3,5,35,206,47,97,10,10,10,10,10,10,2.0,valencia,2019-07-01,1,0,7,verano
6666446,Ático precioso muy centrico,6,2,3,6,150,3,1125,0,0,0,61,22,91,10,9,10,9,10,10,0.43,valencia,2019-09-01,1,0,9,verano
17930771,"Casa al lado del Retiro, Ideal para familias.",4,2,2,4,100,2,90,28,57,78,345,109,98,10,10,10,10,10,10,2.38,madrid,2021-01-12,1,0,1,invierno
12827617,Wonderful and sunny apartment.,2,1,1,1,110,7,1125,23,23,23,23,9,93,10,9,10,10,10,9,0.78,barcelona,2017-07-06,1,0,7,verano
972024,4 BED+10 PEOPLE+MODERN+CITY CENTER,13,2,4,10,320,4,90,29,48,72,329,24,88,9,9,10,10,10,9,0.34,barcelona,2020-01-10,0,1,1,invierno
34835033,FREE BEER + cozy room in a student apartment,2,1,1,1,35,1,1125,0,0,0,0,3,80,8,5,10,10,10,8,1.8,madrid,2019-07-10,0,1,7,verano
8181779,Sagrada Familia / Sant Pau - 4 hab,5,2,4,5,110,32,1125,11,41,71,161,12,90,9,9,9,9,9,9,0.39,barcelona,2019-02-06,1,0,2,invierno
30418856,Rustic Charm in Lavapies,2,1,1,1,25,30,180,11,36,38,313,1,100,10,10,10,10,10,10,0.1,madrid,2019-12-10,0,1,12,otoño
18973435,PISO MADRID MODERNO ZONA Centro.,2,1,1,1,40,3,1125,0,0,0,9,14,97,10,10,10,10,9,10,0.43,madrid,2020-03-17,0,1,3,invierno
19807607,Close but not in the middle of everything,2,1,1,1,20,3,7,10,14,14,14,209,98,10,10,10,10,9,10,6.65,madrid,2020-02-18,1,0,2,invierno
11431731,APARTMENTS ADELFAS 4 DECO 4 PAX,4,1,1,1,71,2,1125,24,54,84,236,8,90,10,8,10,10,9,9,1.69,madrid,2019-01-14,0,1,1,invierno
25252459,Apartamento en el corazón histórico de Valencia,3,1,2,2,68,3,1125,15,22,52,57,19,100,10,10,10,10,10,10,0.98,valencia,2019-12-31,1,0,12,otoño
3239311,Centrico y luminoso apart. Borne,3,1,1,2,100,1,1125,8,34,64,339,3,87,8,9,9,9,9,9,0.24,barcelona,2017-08-06,1,0,8,verano
22700207,INCREÍBLE ÁTICO CON TERRAZA Y VISTAS A GRAN VIA,16,5,7,16,450,1,1125,12,22,45,178,23,97,10,9,10,10,10,9,2.55,madrid,2018-12-10,1,0,12,otoño
20966731,❤️️COMFY & CENTRIC❤️️ 8 min from LAS RAMBLAS !!,6,1,3,5,59,2,31,22,52,82,172,163,97,10,10,10,10,9,10,4.79,barcelona,2020-09-12,0,1,9,verano
17689857,PRIVATE ROOM IN THE CENTER OF BARCELONA,2,1,1,1,40,3,1125,0,0,0,0,1,80,10,6,6,10,10,10,0.03,barcelona,2020-04-16,0,1,4,primavera
22778959,Habitación céntrica en Valencia,2,1,1,2,23,1,1125,15,34,56,56,50,89,9,10,9,9,9,9,2.1,valencia,2020-02-29,1,0,2,invierno
924771,Stylish home in the heart of Madrid,4,2,2,2,80,5,350,13,28,30,183,53,98,10,10,10,10,9,10,0.77,madrid,2018-11-07,1,0,11,otoño
17903578,Habitación con baño privado. Centro Barcelona.,2,1,1,1,55,4,1125,5,17,17,82,3,80,9,9,8,9,9,8,0.94,barcelona,2017-08-06,1,0,8,verano
18217921,Couple Room in Barcelona,2,1,1,1,45,2,5,0,0,0,0,2,80,8,10,4,6,10,10,0.05,barcelona,2020-11-06,1,0,11,otoño
8099448,Private room in a quiet area,2,1,1,2,25,1,1125,29,59,89,364,4,100,10,10,10,10,9,10,0.17,barcelona,2018-02-07,1,0,2,invierno
13361113,Central & exterior studio. AC & balcony. Malasaña,2,1,0,1,89,5,210,21,51,81,356,19,93,9,9,9,9,10,9,0.55,madrid,2019-07-10,0,1,7,verano
13525030,Parking Gratis - Double Room - Plaza Castilla,2,1,1,1,26,1,1125,28,58,88,363,323,95,10,10,10,10,10,10,6.14,madrid,2020-10-17,0,1,10,otoño
27044767,2701 - AB Girona Apartment 22 - Stylish 1-bedroom Apartment for 4 near Passeig de Gràcia,4,1,1,2,77,2,31,13,37,67,342,1,100,10,10,6,10,10,8,1.0,barcelona,2018-09-11,0,1,9,verano
6986979,Private room with 1+1 singles beds,2,1,1,2,22,1,1125,0,0,0,177,20,87,9,9,9,9,7,8,0.6,barcelona,2018-04-12,1,0,4,primavera
6829579,Big room and well communicated,1,1,1,1,15,1,1125,0,0,0,0,3,100,10,10,10,10,9,9,0.11,barcelona,2017-09-12,1,0,9,verano
33265904,Comfortable 2 Bedroom apartment,4,2,2,2,130,28,1125,0,13,43,318,2,100,10,10,10,10,10,10,0.38,madrid,2019-10-16,1,0,10,otoño
107437,A beautiful  villa in Barcelona,8,2,5,6,220,3,120,12,41,59,250,34,93,10,10,10,10,10,9,0.38,barcelona,2018-10-10,0,1,10,otoño
11180610,Cozy apartment Bravo Murillo area,4,2,2,2,71,4,1125,23,26,42,42,50,98,10,10,10,10,9,10,1.25,madrid,2019-08-12,0,1,8,verano
44636745,Habitacion 3 Chueca,2,1,1,1,10,30,1125,15,24,24,65,2,80,8,7,10,10,10,8,0.79,madrid,2020-11-06,0,1,11,otoño
24488517,MODERN AND LUMINOUS WITH PARKING INCLUDED AND POOL,4,1,1,2,38,2,1120,14,44,74,349,80,87,9,9,9,9,9,9,2.33,madrid,2021-02-09,1,0,2,invierno
15472647,Double Superior room and sunny terrace,2,1,1,1,80,1,30,7,28,50,286,3,90,10,9,10,10,10,9,0.6,barcelona,2017-06-05,0,1,6,primavera
14911737,Rent VIP 2 Room in Chueca-Madrid,1,2,1,1,20,4,180,5,21,46,136,100,92,10,9,10,10,10,9,2.65,madrid,2019-10-16,0,1,10,otoño
16077061,"Central, stylish, garden, pool, AC, daily cleaning",4,2,2,2,159,2,29,21,51,81,353,34,99,10,10,10,10,10,10,3.74,barcelona,2017-12-09,0,1,12,otoño
21981566,Apartamento,3,1,1,1,45,2,1125,0,1,1,190,3,93,7,9,10,10,9,9,2.14,madrid,2018-07-10,1,0,7,verano
36560977,Habitación doble/Sagrada Familia-Barcelona,2,1,1,1,32,1,1125,22,33,40,103,21,88,9,9,10,9,10,9,2.63,barcelona,2020-03-16,1,0,3,invierno
