nombre,precio_por_noche,review,rating,ciudad,Precio_casa,numero_noches
LATINA BRICK 2br 2ba Cen LIFT WIFI!,120,46,97,madrid,152465,90
"Habitacion cama doble en Quintiliano, Av America.",24,61,100,madrid,152465,90
"SINGLE BEDROOM -close to centre, NO cleaning fee!",35,11,91,madrid,152465,90
"APARTMENT FOR RENT, NEW AND WITH SEA VIEW",74,9,100,valencia,196697,45
"Big  double room, with balcony",66,115,96,barcelona,197152,100
¡Habitación con ascensor en Ruzafa!,30,1,100,valencia,196697,45
ACOGEDORA HABITACIÓN COMPARTIDA CENTRO DE MADRID,18,7,100,madrid,152465,90
Centric Top Floor with Amazing Views of Old Madrid,60,24,97,madrid,152465,90
LUXURY ATTIC WITH PRIVATE TERRACE NEAR CENTRE,100,15,93,barcelona,197152,100
Habitacion cama litera PLZ. E.,28,6,87,madrid,152465,90
2 chambres Pour 4 personnes,100,1,60,barcelona,197152,100
Design Apartment b. close to Sagrada Familia,115,87,99,barcelona,197152,100
"Apartment very well comunicated (beach,downtown)",30,33,98,barcelona,197152,100
Bright & Modern 3BD - Barrio de las Letras,90,54,96,madrid,152465,90
"Modern 6-Bedrooms Flat / Plaza Cataluña, Ramblas",199,46,95,barcelona,197152,100
"Double bed, big bedroom. Near beach. Public parkng",40,11,92,barcelona,197152,100
Exclusive Apartment with views to La Pedrera,77,2,100,barcelona,197152,100
Sant Antoni B22 - 3b/2bath + ac,120,5,85,barcelona,197152,100
Fantástico apartamento 3,18,203,85,madrid,152465,90
Fabulous 3bedroom Charm Long Stays,150,41,95,barcelona,197152,100
"Double room with private bathroom, Sagrada Família",23,2,100,barcelona,197152,100
Habitación cama doble Plaza de España,40,1,100,madrid,152465,90
Apartamento ideal con las comodidades de un hotel,69,74,93,madrid,152465,90
Double room near of sagrada familia,54,5,92,barcelona,197152,100
R4D Beautiful apartment in Malasaña,110,14,85,madrid,152465,90
"Paradise place. Selva de mar, Maresme.",44,30,84,barcelona,197152,100
Olympic Port apartments,77,2,80,barcelona,197152,100
Double bedroom Catalunya,75,1,100,barcelona,197152,100
Madrid Rent 6,77,9,88,madrid,152465,90
Sagrada Familia 43,69,40,92,barcelona,197152,100
Lovely & Chic oasis in the best of downtown,109,227,96,madrid,152465,90
“The Blue Room” with garden near Madrid Central,35,3,100,madrid,152465,90
Habitación en piso a 5 minutos de Atocha,40,1,80,madrid,152465,90
Bonita y acogedora habitación NA3,30,15,93,barcelona,197152,100
COSY APARTMENT IN LA LATINA,70,24,95,madrid,152465,90
Double bed room in Gothic district. City Center,40,72,86,barcelona,197152,100
Malasaña Chic - Madflats Collection,79,1,100,madrid,152465,90
CERRAJEROS FLAT - Charming Flat Old City Center,81,153,93,valencia,196697,45
PRADO MUSEUM/ART DISTRICT **Elegant Apartment**,100,84,92,madrid,152465,90
Sunny and Cozy Room in Great Area!,40,132,96,barcelona,197152,100
Centric Room in Valencia,20,14,89,valencia,196697,45
Apt.en Passeig de Gracia (4pax) B4,60,46,90,barcelona,197152,100
Home Club Escalinata I,144,10,94,madrid,152465,90
Habitación individual  Centro de Madrid,35,1,100,madrid,152465,90
Room for 3 in the best area of Barcelona! I LL,15,1,100,barcelona,197152,100
"Born Studio 3, Friendly Rentals",53,29,84,barcelona,197152,100
"Double bedroom, terraced flat centre",45,6,96,barcelona,197152,100
!beautiful beach room!,60,24,92,barcelona,197152,100
!!YOU WILL ALWAYS LOVE THIS PLACE¡¡,55,242,94,barcelona,197152,100
Habitación privada,12,5,96,barcelona,197152,100
"Hab doble, acceso terraza, cerca Sag Familia.",50,2,90,barcelona,197152,100
Loft/Estudio,31,60,76,barcelona,197152,100
Superior double room ensuite bathroom and balcony,58,6,90,barcelona,197152,100
Loft 3 independiente Piscina Centro Valencia,50,66,90,valencia,196697,45
PRINCESA DELUXE,100,1,100,madrid,152465,90
Central Modern Entire Place,121,1,80,barcelona,197152,100
Exterior luminosa a 5min de Ramblas,30,7,97,barcelona,197152,100
1993 - AB Plaça Espanya XI - Stylish 3-Bedroom Eixample Apartment near Plaça d´Espanya,350,18,79,barcelona,197152,100
Quiet room in remodel flat in raval,60,3,100,barcelona,197152,100
SPRING SALES  AT Madrid Malasaña,59,281,97,madrid,152465,90
Loft 70m2 Madrid Center,60,84,93,madrid,152465,90
"New Apartment Madrid  !! Goya,wizink Center!!",80,5,100,madrid,152465,90
"Modern Apartment | Free Parking, Fast Wi-Fi",83,87,97,madrid,152465,90
Bernabeu .IFEMA. Hogar y jardines.,110,53,99,madrid,152465,90
ApartUP L' Almoina. 4 Pax + WiFi + AACC.,80,19,93,valencia,196697,45
Piso amplio y luminoso en el Carmel,60,3,93,barcelona,197152,100
Casa mágica de artista soñadora con mucho silencio,39,45,96,barcelona,197152,100
LUXURY ROOMS IN THE CENTER OF MADRID,50,5,100,madrid,152465,90
Comfy studio in the heart of Madrid (A/C and WIFI),55,108,95,madrid,152465,90
Relájate después de patear Madrid,81,44,97,madrid,152465,90
Exclusivo lugar en zona de Puerta de Hierro,25,87,99,madrid,152465,90
Duplex - Design 4 PAX in the CENTER of MADRID,90,9,84,madrid,152465,90
Next to Real Palace - TV - Netflix - Beautiful,105,33,91,madrid,152465,90
HABITACIÓN PRIVADA ARGUELLES,49,2,90,madrid,152465,90
Cozy/clean/ double bed room,26,31,95,barcelona,197152,100
Beautiful Rooms in Madrid Centre,84,13,95,madrid,152465,90
Room in an AMAZING FLAT in the center of Madrid!,30,6,92,madrid,152465,90
La mejor zona cerca Sagrada famili.,20,31,99,barcelona,197152,100
Gran habitación doble luminosa  y cómoda en Madrid,38,9,93,madrid,152465,90
Habitación privada Sagrada Familia,30,270,91,barcelona,197152,100
"Hidden house, Park Guell habitación doble",20,127,99,barcelona,197152,100
Apartamento de lujo muy bien situado,100,137,99,valencia,196697,45
"Centre Of Barcelona, on Plaza España.",30,14,82,barcelona,197152,100
Apartamento SAGRADA FAMILIA- Hospital sant Pau,50,1,60,barcelona,197152,100
Espaciosa habitación!,26,12,95,barcelona,197152,100
Apartamento con terraza cerca de la playa,15,8,85,valencia,196697,45
MODERN FLAT IN LAVAPIES,55,272,98,madrid,152465,90
Artist work space in center wifi+ac,120,3,87,barcelona,197152,100
Pretty room in Gracia neighbourhood (Bcn centre),20,12,78,barcelona,197152,100
"CENTRAL ROOM. DOUBLE BED, SUNNY BEDROOM WITH BALCONY.",32,167,90,barcelona,197152,100
"4 TORRES-H. ""LA PAZ""-SANTIAGO BERNABEU-REAL MADRID",50,45,95,madrid,152465,90
GORGEOUS PENTHOUSE APARTMENT AT C/PRINCIPE (SOL),83,54,96,madrid,152465,90
Double room with balcony next to Sagrada Familia,25,9,98,barcelona,197152,100
"Central 4BR in La Latina, 8pax",104,35,96,madrid,152465,90
Comfortable and vibrant Double Room,20,14,82,madrid,152465,90
"HABITACIÓN 5, EN MARAGAL - HORTA GUINARDO",26,31,90,barcelona,197152,100
Walk everywhere!Brand new apartWIFI,65,503,94,barcelona,197152,100
Classic & bright w chillout terrace,180,48,93,barcelona,197152,100
Residential complex in Madrid's city centre,38,62,96,madrid,152465,90
SE ALQUILA HABITACIÓN INDIVIDUAL 01,35,55,92,barcelona,197152,100
Acogedora casa a 15 min del centro 1,27,13,97,madrid,152465,90
Pretty double bed room with sharing bathroom,37,26,93,barcelona,197152,100
Double Room w/pvt. Bathroom & Terrace in Poble Sec,70,35,99,barcelona,197152,100
"Central, fully equipped, best price",45,286,97,madrid,152465,90
"Alquilo Habitación en c/Font Honrada 49, Poble Sec",24,14,91,barcelona,197152,100
Cozy Double bedroom in the the city center,58,5,100,barcelona,197152,100
Cozy space in Old Town w/ heating,330,4,100,barcelona,197152,100
Retiro City Center,76,5,100,madrid,152465,90
stylish flat in barcelona center,60,26,84,barcelona,197152,100
New terrace apartment in the center,90,35,85,barcelona,197152,100
"LOFT COZY AND CHIC, NEAR METRO, FREE WIFI :)",49,17,89,madrid,152465,90
H. ROOM  in downtown Madrid.,20,31,75,madrid,152465,90
"Cool Character and Foodie Location, near FIRA MWC",80,148,94,barcelona,197152,100
BEAUTIFUL AND VERY CENTRAL . VERONICA,80,53,92,madrid,152465,90
Private room · Amazing Cozy Room · Sants Montjuic,35,2,80,barcelona,197152,100
Luminosa Habitación Individual en Madrid Centro,21,21,99,madrid,152465,90
LUXURY APARTMENT RIGHT NEXT TO THE SAGRADA FAMILIA,198,7,100,barcelona,197152,100
Habitación tranquila cerca de Aeropuerto e Ifema,20,2,100,madrid,152465,90
MODERN AND STYLISH APARTMENT IN POBLE SEC,105,113,99,barcelona,197152,100
Double room city view,78,13,86,barcelona,197152,100
Habitación doble luminosa en La Sagrera.,27,4,90,barcelona,197152,100
"Design for winter Break, close to center & beach.",79,21,99,valencia,196697,45
Habitación céntro de  madrid.Gran via,50,36,92,madrid,152465,90
"55m2 Cozy, sunny  apartment with A/C in Atocha",70,5,100,madrid,152465,90
Habitacion precioso en el born muy luminoso,73,3,80,barcelona,197152,100
Spacious room  in great location,30,35,86,barcelona,197152,100
Vintage apartment (breakfast and WiFi),90,39,85,barcelona,197152,100
HABITACIÓN A 50 MTS. DEL CAMP NOU,41,40,98,barcelona,197152,100
Sunny Room with balcony & Breakfast,22,17,85,barcelona,197152,100
Habitación con cama individual,22,2,90,madrid,152465,90
Santiago Bernabéu. Piso reformado hasta 6 pax. A/C,100,8,100,madrid,152465,90
QUIET GORGEOUS  STUDIO 75 sqm in the  CITY CENTER,130,284,97,barcelona,197152,100
Amazing bright room w/private bathroom!BCN Center,50,40,99,barcelona,197152,100
"Piso para disfrutar del sol, buen tiempo y Playas",45,13,95,valencia,196697,45
502 Gran Vía - Malasaña,65,3,87,madrid,152465,90
Beautiful double room in new apartment- n.5,50,1,100,valencia,196697,45
"Apartment - Reina Sofía, Museums",55,11,93,madrid,152465,90
PENTHOUSE with Lovely Terrace,130,121,99,madrid,152465,90
BRAND NEW!  Large room in a spacious Duplex,25,7,94,valencia,196697,45
**Nice  and relax Couple Room**,38,4,100,barcelona,197152,100
MOBILE WORLD CONGRESS ROOM,100,1,100,barcelona,197152,100
Céntrico Apartamento Valencia - City Center Loft,69,7,91,valencia,196697,45
Loft muy comodo y bien situado,60,74,97,madrid,152465,90
Apartamento con Encanto en el Barrio de Salamanca,170,5,90,madrid,152465,90
BARCELONA | APT WITH 2 BALCONIES¦,74,12,97,barcelona,197152,100
"_CENTRIC ROOM IN RUZAFA, VALENCIA_",29,77,99,valencia,196697,45
AMAZING APT IN CENTRE MADRID - WIFI,75,187,90,madrid,152465,90
Habitación y baño exclusivo para huéspedes en Goya,49,10,92,madrid,152465,90
Bailey's Barcelona!!,50,2,100,barcelona,197152,100
HABITACIÓN DOBLE en zona modernista de BCN,30,4,100,barcelona,197152,100
Cozy room near main highlights of the City.,25,84,97,barcelona,197152,100
Large flat for groups to enjoy Madrid,120,47,84,madrid,152465,90
Big Double Room with Nice Balcony,35,4,95,barcelona,197152,100
2BR Born area 5 min to Pl Catalunya,102,38,84,barcelona,197152,100
AB Sagrada Familia 5 - Ref. GI2589,121,35,90,barcelona,197152,100
Comfortable flat Barcelona center,95,55,94,barcelona,197152,100
Room1 - Guest say : is a dream in Barcelona,70,19,97,barcelona,197152,100
Apartamento amplio y acogedor,55,65,96,valencia,196697,45
BRIGHT AND COZY APARTMENT | SOL - GRAN VIA,55,17,95,madrid,152465,90
Lovely & bright Vila Olimpica beach apartment,99,120,96,barcelona,197152,100
Apartamento entero en estación AVE Valencia,32,84,96,valencia,196697,45
HABITACIÓN-SALÓN PRIVADO EN PLENO CENTRO DE MADRID,41,8,95,madrid,152465,90
Nice Bedroom terrace _ BCN CENTER,30,19,96,barcelona,197152,100
"Modern New 2 bedroom, own entrance, patio & views!",69,11,98,barcelona,197152,100
Double bed in Center with private bathroom,50,4,95,barcelona,197152,100
GOOD HOME (CLOT),75,2,90,barcelona,197152,100
BNBHolder Cute MALASAÑA,45,15,99,madrid,152465,90
1 STEP FROM PUERTA DEL SOL - 2 FROM PLAZA MAYOR,89,59,99,madrid,152465,90
Central 1 bedroom flat ATOCHA STATION,60,4,100,madrid,152465,90
Cosy room IE Airport and City center,24,10,98,madrid,152465,90
"Madrid, City Center, Super Bright Designer Unit",103,92,98,madrid,152465,90
"PLAZA MAYOR H-Cozy, new flat in Plaza Mayor",37,4,80,madrid,152465,90
HABITACION MOVIDA RUZAFA,40,2,80,valencia,196697,45
Single Room with bathroom,40,161,98,barcelona,197152,100
Habitación Primavera sound. 2017 Barcelona,57,3,70,barcelona,197152,100
Bright Apartment Near Sagrada Familia,180,1,100,barcelona,197152,100
Habitación doble con balcon.,30,16,81,barcelona,197152,100
Habitación doble con balcón - home sharing,80,21,98,barcelona,197152,100
"Sunny 1-bedroom in Eixample, Barcelona!",90,83,90,barcelona,197152,100
Penthouse 2 Atocha 7 pax 2bd2bth,65,15,100,madrid,152465,90
Flat in center near beach and ramblas,72,7,83,barcelona,197152,100
ÁTICO DE LUJO PARA 10 - PL ESPANYA - 075,240,13,92,barcelona,197152,100
New apartment and sunny - Wifi,88,58,98,madrid,152465,90
Bright Room in Quiet Local Area,55,1,100,barcelona,197152,100
Great apartment in Sagrada Familia with 2 bdrm,167,57,85,barcelona,197152,100
ATOCHA Apartamento Listo para disfrutar Madrid,77,67,96,madrid,152465,90
CITY CENTER,25,347,96,barcelona,197152,100
Un económico apto en una zona verde,50,60,91,madrid,152465,90
"Central, spacious and bright studio, Rambla, AC",149,30,93,barcelona,197152,100
Cozy Atocha Apartment AC & WIFI,60,10,96,madrid,152465,90
*Barcelona Single Room,33,13,98,barcelona,197152,100
Latina V,98,1,100,madrid,152465,90
"Large bedroom + en-suite bathroom, great location",75,10,98,barcelona,197152,100
Appartment in the heart the Bcn,140,48,98,barcelona,197152,100
C2 2 1H Habitación. Apartamento Nuevo y Moderno,110,3,87,madrid,152465,90
Small Comfy apartment (14B),175,12,93,barcelona,197152,100
Legazpi appartment,70,22,97,madrid,152465,90
Apartamento duplex a un paso del centro histórico,50,3,93,valencia,196697,45
Picasso Suites 1.3 Paseo de Gracia,169,212,92,barcelona,197152,100
45m² flat in Raval (L1-L2 Universitat-Sant Antoni),60,2,90,barcelona,197152,100
ACOGEDOR APARTAMENTO CON HABITACIÓN INDIVIDUAL BCN,30,1,100,barcelona,197152,100
TRAVESÍA DEL ALMENDRO - Bright and calm in the historical center@LaLatina,90,18,94,madrid,152465,90
2 bedrooms with terrace  Eixample,60,1,100,barcelona,197152,100
COZY APARTMENT SOL- 3 BEDROOMS,175,1,100,madrid,152465,90
Amazing terraze: flat&views&wi-fi,80,114,95,barcelona,197152,100
Apartamento nuevo en zona Chamberí centro,59,7,94,madrid,152465,90
Amazing apartment 2 bedroom in Eixample,138,52,93,barcelona,197152,100
I rent a private room,30,257,89,valencia,196697,45
Casa Cosi - Letamendi,193,21,91,barcelona,197152,100
Moderno y Luminoso Apto. Frente Matadero C/Bolivar,100,10,98,madrid,152465,90
Beautiful and Brigth Room for Rent,19,6,100,madrid,152465,90
Grand apartment Sagrada Familia,190,103,90,barcelona,197152,100
"Best Design, Views and Location",155,50,94,madrid,152465,90
Ventura Rodríguez City Center,88,5,100,madrid,152465,90
Sunny flat in the heart of Gracia,75,105,94,barcelona,197152,100
CH9! DUPLEXHome!,43,7,97,madrid,152465,90
"SOL, HABITACION DOBLE (1E)",300,41,77,madrid,152465,90
"Muy centrico, Nuevo, Junto al metro",125,10,86,barcelona,197152,100
017 MOLINO 3.3,68,1,80,barcelona,197152,100
Luxury next to Madrid's Central Park,49,2,90,madrid,152465,90
Amplio piso bien comunicado con playa WiFi gratis.,30,42,91,valencia,196697,45
Great location with cozy terrace!,24,224,90,barcelona,197152,100
La Mandala | Steps from Parque de Debod & Gran Via,133,5,96,madrid,152465,90
Sunny central bedroom in Malasaña,41,60,96,madrid,152465,90
1 HAB. INDIVIDUAL EN BARCELONA,55,8,95,barcelona,197152,100
Designer Ensuite Room in Loft near Center & Beach,90,31,95,barcelona,197152,100
Beautiful Design Apartment in VALENCIA center,75,50,98,valencia,196697,45
"Buhardilla San Isidro, Latina, PlazaMayor(VT-7880)",42,73,99,madrid,152465,90
BEAUTIFUL PENTHOUSE IN THE CENTER,201,104,98,barcelona,197152,100
Amplio piso 2hab - 78m2 cerca gran parque + uni,55,69,95,madrid,152465,90
Bright and airy room,17,33,92,madrid,152465,90
BONITO ESTUDIO EN GRAN VIA (CALLE FUENCARRAL),40,292,79,madrid,152465,90
ATICO PENTHOUSE CENTRO.GRAN VIA,120,15,95,madrid,152465,90
Big Apartment 2 Bedrooms & 2 Bathrooms. Chamberí,303,7,97,madrid,152465,90
Duplex Blue in La Sagrera,35,2,100,barcelona,197152,100
Near Paradis.,38,81,91,valencia,196697,45
Camp Nou Stadium Apartment,109,15,87,barcelona,197152,100
Habitación privada grande lugar céntrico,27,8,85,barcelona,197152,100
APARTAMENTO EN EL CENTRO,58,3,87,madrid,152465,90
Beautiful apartment Born-Barceloneta,100,8,100,barcelona,197152,100
Rustichic Apartment. Madrid Center.,80,24,98,madrid,152465,90
Cozy & Comfortable Flat in Madrid Center (5 pax),61,33,93,madrid,152465,90
Amazing Sagrada Familia apartment 51,129,14,94,barcelona,197152,100
Spectacular Modern Uptown Duplex,175,286,97,barcelona,197152,100
Brand New Amazing 3BD 2BD Gran Vía-Malasaña,210,49,95,madrid,152465,90
"Madrid, Centro, GREAT LOCATION! Cozy Double Room",38,43,99,madrid,152465,90
Hab. doble con baño privado y terraza en Barcelona,50,11,96,barcelona,197152,100
Apartment in Gracia with garden,125,1,80,barcelona,197152,100
Habitacion grande cerca de famoso Parque Guell,30,19,97,barcelona,197152,100
New! Amazing  apartment next to Gran Via,120,10,100,madrid,152465,90
New Beach Apartment with Pool (982),168,1,100,barcelona,197152,100
Habitacion doble con encanto en Ruzafa!,25,9,87,valencia,196697,45
Open the Shutters for Views of the Imposing Teatro Real,250,25,98,madrid,152465,90
Habitacion doble,55,2,80,barcelona,197152,100
"Air Conditioned , A Master bedroom",95,18,99,barcelona,197152,100
Precioso apartamento,100,6,93,madrid,152465,90
TOURIST ZONE (PUERTA DEL SOL) WITH HEATER (4),19,84,84,madrid,152465,90
Habitación en el centro!!,45,2,100,madrid,152465,90
Tout confort entre amis ou famille,75,72,97,valencia,196697,45
Cozy apartment near Turia park/Old town.розовая,21,16,86,valencia,196697,45
Urban Apartment,65,108,97,madrid,152465,90
"ЯРКАЯ И СЕМЕЙНАЯ, 2 СПАЛЬНИ - АЛАМЕДА",88,22,97,valencia,196697,45
LOVELY ROOM! TU HABITACION PRIVADA EN MADRID,35,5,73,madrid,152465,90
WIFI+2PERSONAS+CENTRO+CALEFACCION,37,11,85,madrid,152465,90
01. PRIVATE ROOM W/BATHROOM AT City Center,40,60,93,madrid,152465,90
Sagrada Familia Terrace Penthouse 2 BR - Licensed,125,88,93,barcelona,197152,100
Loft up to 4. Private Terrace HUTB 013021,106,11,89,barcelona,197152,100
Casa para 7 con piscina y padel!,130,2,50,madrid,152465,90
Comfortable & Sunny Room with Private Balcony,43,43,93,barcelona,197152,100
DELUXE Double Room in Sol-Opera,46,178,92,madrid,152465,90
Beautiful Room in The Centre,40,2,80,barcelona,197152,100
plaza españa apartment,80,29,93,madrid,152465,90
Super Room in the RAVAL. Libre de coronavirus.,30,30,97,barcelona,197152,100
Luxury Flat in Moncloa - Piso Lujo Moncloa,33,100,96,madrid,152465,90
Loft D a un paso de Ifema Madrid,145,133,95,madrid,152465,90
"1554 - AB Passeig de Gràcia Pelai - Modern City Centre Apartment with Balcony, Steps from Plaça de Catalunya",77,29,86,barcelona,197152,100
Maritim Apartment with Terrace,79,41,98,valencia,196697,45
MATADERO -MADRID 5,65,45,88,madrid,152465,90
Cozy sunny room for 3! Beach! I XR,13,25,84,barcelona,197152,100
Double room gracia IIffzźzss,55,135,91,barcelona,197152,100
Pretty Apartament!,50,102,93,barcelona,197152,100
House near City Arts+Wi-fi,31,172,86,valencia,196697,45
COZY FLAT 4 PEOPLE +WIFI,40,1,100,madrid,152465,90
Puerta del Sol+ BEDS+ WC+ SAFEBOX+ WIFI,15,13,85,madrid,152465,90
Habitación confortable en estudio artístico,25,44,97,barcelona,197152,100
TH Torres Serranos B,58,2,60,valencia,196697,45
Vivienda San Martín I,65,270,99,valencia,196697,45
Marina double room,25,203,94,barcelona,197152,100
Cosi Room at the City Center per long term rent,20,4,90,barcelona,197152,100
Valencia Beach Room Malvarrosa La Patacona II,22,18,91,valencia,196697,45
DulceHogar,25,17,94,barcelona,197152,100
Quiet & bright in Eixample close P. de Gracia av.,69,1,100,barcelona,197152,100
Room near metro and beach station,23,32,93,barcelona,197152,100
Apartamento en zona Plaza España,40,221,91,madrid,152465,90
Apt for 4 people near Pl Catalunya MF,70,49,90,barcelona,197152,100
PUERTA DEL  SOL- EXCELLENT! NEW 3 BR/2BATH  A/C,190,133,99,madrid,152465,90
Nice room next to ramblas in the heart of gothic,70,6,67,barcelona,197152,100
Saga Rental La Latina 1 4AE,200,2,80,madrid,152465,90
LOVELY APT IN CALLE MAYOR& PUERTA DEL SOL(WIFI/AC),55,145,89,madrid,152465,90
SHF Baron 311,60,22,80,valencia,196697,45
Dúplex Lujo 3 Dormitorios y 3 Baños,150,1,80,madrid,152465,90
Habitación  moderna y acogedora 8,45,3,90,madrid,152465,90
Nice Apartment near Paseo de Gracia,150,33,90,barcelona,197152,100
Large Apartment Centelles,150,10,87,barcelona,197152,100
Pretty room with balcony,75,2,100,barcelona,197152,100
Studio & terrace / magical views,115,374,98,barcelona,197152,100
2bedroom apartment for families @Eixample,150,10,90,barcelona,197152,100
50m2 Studio in a sXVIII palace in Gothic quarter,65,1,80,barcelona,197152,100
Priv. Double Room -Full Sea View-,55,120,98,barcelona,197152,100
Sunny comfy room w/private bathroom,25,14,99,madrid,152465,90
Apto. 2.3 Madrid centro con parking,120,32,96,madrid,152465,90
Hab. Grande en gran via,77,6,80,madrid,152465,90
Historical Loft Apartment with Street View Balcony,98,62,98,valencia,196697,45
Amazing large 3 b/room ❤️ of Gracia,75,243,95,barcelona,197152,100
"Piso entero junto Parque Retiro, barrio Salamanca",150,18,92,madrid,152465,90
3 bedrooms + 2bathrooms + terrace,135,1,80,barcelona,197152,100
¤¤¤Barrio Gótico de Barcelona,39,2,100,barcelona,197152,100
Wonderful duplex with large terrace and views,90,4,95,barcelona,197152,100
"Central, single room with semi private bathroom.",29,43,97,barcelona,197152,100
Unique Luxury Apartment 6People Pool & Facilities,250,2,80,madrid,152465,90
Barcelona Home with a View,59,1,100,barcelona,197152,100
LOFT II EN BARCELONA,85,16,98,barcelona,197152,100
Flat next to SAGRADA FAMILIA,100,44,92,barcelona,197152,100
BCN with love!❤️❤️❤️ _1,299,5,70,barcelona,197152,100
PRIVATE ROOM+PRIVATE BATHROOM + WIFI+ GAYFRIENDLY,65,9,96,barcelona,197152,100
Apartamento cerca de la Sagrada Familia,135,2,80,barcelona,197152,100
Apartamento céntrico en Malasaña/Chueca,70,143,97,madrid,152465,90
Habitación privada con localización buenissima,36,2,100,barcelona,197152,100
Chambre centrique/plage Barcelona,41,27,87,barcelona,197152,100
Next to the University UB-UPC!,15,8,98,barcelona,197152,100
"Habitacion privada.Centro, econ . P",40,12,95,madrid,152465,90
AMAZING ATTIC WITH PRIVATE TERRACE NEAR CENTRE,120,263,86,barcelona,197152,100
"Spacious & Comfortable, CHAMARTIN,6 people,3 rooms",95,69,97,madrid,152465,90
Villa de diseño modernista con aparcamientos y patio privado en Barcelona,150,156,96,barcelona,197152,100
BNBHolder Rustic Group GRAN VÍA & SOL,78,19,92,madrid,152465,90
Habitación doble cerca del aeropuerto metro y bus,26,2,100,madrid,152465,90
Large studio/terrace next to RAMBLAS & Placa Reial,69,72,92,barcelona,197152,100
Duplex-terrace close to Gran Vía,90,35,91,madrid,152465,90
Beautiful apartment in Barcelona,80,94,94,barcelona,197152,100
"Habitaciòn privada, exterior. (Plaza España)",70,3,73,barcelona,197152,100
Elegant apartment for 3 people - Santa Teresa V,135,2,100,madrid,152465,90
"Palau X, Friendly Rentals",77,62,87,barcelona,197152,100
Double bedroom beside La Rambla (1),50,29,97,barcelona,197152,100
Spacious & Comfy Barrio Las Letras,120,123,95,madrid,152465,90
Amazing design apartment  in La latina/Plaza Mayor,95,142,94,madrid,152465,90
Hogar dulce hogar,25,2,100,barcelona,197152,100
Cosy and beautiful flat in the heart of Barcelona,80,2,40,barcelona,197152,100
Cozy flat near Sagrada Familia,120,22,84,barcelona,197152,100
Garden Apartment with Pool,54,16,94,madrid,152465,90
FEEL THE LOCAL ATMOSPHERE AT THE VERY CENTER,125,70,96,barcelona,197152,100
"Air Conditioned, Central, Clean, w/ balcony (w)",75,44,95,barcelona,197152,100
Boutique Apartment just by the Royal Palace!!,94,18,88,madrid,152465,90
APARTMENT IN THE CENTRE OF MADRID.,135,170,95,madrid,152465,90
NICE Apart. Close to IE in Barrio SALAMANCA,57,88,91,madrid,152465,90
Hab. confortable&tranquila -Quiet&confortable Room,18,14,94,madrid,152465,90
Double room in a nice home & best neighborhood :),30,17,100,barcelona,197152,100
Cool apartment +most central location ever+4PAX,75,37,86,valencia,196697,45
designer 4 bedroom apartment in the best area,310,28,98,madrid,152465,90
The apartment next to Sagrada Familia,100,2,100,barcelona,197152,100
Apto. 1.3 Madrid centro con parking,120,70,97,madrid,152465,90
"Double room in Gothic quarter, center BCN!",50,27,81,barcelona,197152,100
LAST MIN!!Confortable!!!Las rambles,160,47,79,barcelona,197152,100
Habitación amplia y luminosa  c/  balcón s/pasaje,45,2,100,barcelona,197152,100
Double room with small annex room private bathroom,70,2,100,barcelona,197152,100
Rent a room,29,10,96,madrid,152465,90
Executive Luxury Apartment near the City Center,75,1,80,barcelona,197152,100
Your home en Madrid,30,20,90,madrid,152465,90
Habitación privada en el gótic,25,30,95,barcelona,197152,100
Luxury Port Vell,46,11,96,barcelona,197152,100
Cosy Bedroom next to Parc Guell,30,69,94,barcelona,197152,100
Cozy and bright double room in Vila de Gracia,47,13,95,barcelona,197152,100
"15 min from beach & town , 2 minutes from tube",40,15,89,barcelona,197152,100
Bright and cozy double bedroom near the center,20,2,100,valencia,196697,45
360° Petit Penthouse Barcelona,89,5,100,barcelona,197152,100
Cozy & Clean Room in Sagrada Familia - Sant Pau,30,14,97,barcelona,197152,100
Cosy + quiet room center Barcelona,30,24,93,barcelona,197152,100
Comfy bedroom in the heart of BCN,35,3,87,barcelona,197152,100
★Exterior room in a central apartment★Near Aerobus,35,24,97,barcelona,197152,100
"Confortable, 100% equipado y en el centro!",120,1,100,madrid,152465,90
Bienvenido a casa !,30,7,91,barcelona,197152,100
room in apartment in the heart of Barcelona,30,8,90,barcelona,197152,100
Apartamento loft muy centrico,71,88,93,madrid,152465,90
Charming Huertas - The Best Area,70,4,90,madrid,152465,90
Apartamentos NICOLETTA   2,80,1,100,madrid,152465,90
Acogedora habitación en Barcelona.,15,7,91,barcelona,197152,100
La terraza del Retiro II,246,4,100,madrid,152465,90
Doble en St. Antoni. Muy buena conexión Aeropuerto,50,7,100,barcelona,197152,100
An Oasis in the center of Madrid,90,131,93,madrid,152465,90
El coqueto de Malasaña,96,12,97,madrid,152465,90
ventas room,16,1,60,madrid,152465,90
BARCELONA ROMANTIC ROOM ( PARIS STYLE) 1,45,9,84,barcelona,197152,100
"PLAZA ESPAÑA apartment, 3 bedrooms.",37,1,100,barcelona,197152,100
MODERN DOUBLE ROOM PLAÇA CATALUNYA *****,73,42,97,barcelona,197152,100
Green House. House with a pool.,450,55,91,barcelona,197152,100
Cozy and sunny room in Sants,35,8,87,barcelona,197152,100
Bonito piso en el centro de Madrid. Nice apartment,17,3,87,madrid,152465,90
